pair,postfix_position,different_agreement,PREF1,PREF2,ROOT1,ROOT2,LINK,SUFF1,SUFF2,SUFF3,END,POSTFIX,explained_mistakes
"235, 'помощь', 'pomocą', 'помоцом'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.0454545454545454
"30, 'молитва', 'modlitwa', 'модлитва'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3508771929824562
"31, 'божество', 'bóstwo', 'буство'",0.0,0.0,0.0,0.0,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2982456140350876
"33, 'угрозы', 'groźby', 'грожбы'",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.789473684210526
"34, 'лежала', 'leżała', 'лежала'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2697368421052632
"38, 'колоннами', 'kolumnami', 'колумнами'",0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443609022556391
"317, 'боги', 'bogowie', 'боговие'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.7565789473684211
"321, 'приказанию', 'rozkaz', 'розказ'",0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,-3.3815789473684204
"322, 'конных', 'konnych', 'конных'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5131578947368421
"330, 'пламя', 'płomień', 'пломиен'",0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.2,0.0,0.0,1.0,0.0,0.2426900584795322
"331, 'новые', 'nowe', 'нове'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2510121457489879
"332, 'дыма', 'dymu', 'дыму'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"334, 'вскочил', 'skoczył', 'скочыл'",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,-0.0526315789473684
"43, 'кровь', 'krew', 'крев'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2839059674502712
"414, 'войсковая', 'wojskowa', 'войскова'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3611317944899479
"415, 'своеволие', 'samowolę', 'самоволен'",0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-3.594936708860759
"416, 'приказ', 'rozkaz', 'розказ'",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0452079566003617
"417, 'пребывание', 'pobyt', 'побыт'",0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,-0.6708860759493671
"422, 'загадка', 'zagadka', 'загадка'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9493670886075948
"424, 'правду', 'prawdę', 'правден'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5602931379080613
"428, 'роскошном', 'rozkosznym', 'розкошным'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0253164556962025
"430, 'ощущать', 'poczucia', 'почуциа'",0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,-1.9240506329113924
"431, 'пропасть', 'przepaść', 'пжепашч'",0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.670886075949367
"437, 'воображении', 'wyobraźni', 'выображни'",0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5300632911392406
"438, 'вспоминал', 'przypominał', 'пжыпоминал'",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7848101265822789
"440, 'пламя', 'płomień', 'пломиен'",0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.2,0.0,0.0,1.0,0.0,-0.0925024342745862
"52, 'вырвать', 'wyrwać', 'вырвач'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.0526315789473684
"53, 'жизни', 'życiu', 'жыциу'",0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.0,0.0,0.0,1.2,0.0,0.1754385964912281
"55, 'памяти', 'pamięć', 'памиенч'",0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.298245614035088
"56, 'жизнь', 'życie', 'жыцие'",0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.0,0.0,0.0,1.2,0.0,-0.0701754385964912
"57, 'слово', 'słowo', 'слово'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"58, 'фонтана', 'fontannie', 'фонтанние'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.6701754385964912
"512, 'кровью', 'krwią', 'крвиом'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.1543859649122806
"513, 'жизнью', 'życiem', 'жыцием'",0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.0,0.0,0.0,2.2,0.0,0.0380116959064327
"515, 'стены', 'ściany', 'шцианы'",0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7485380116959064
"516, 'жить', 'żyć', 'жыч'",0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.473684210526316
"517, 'умереть', 'umrzeć', 'умжеч'",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.7485380116959064
"520, 'домашним', 'domowym', 'домовым'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.6,0.0,0.5877192982456141
"521, 'жить', 'żyć', 'жыч'",0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1754385964912281
"522, 'ночи', 'noce', 'ноце'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.0,-0.6491228070175438
"524, 'приказал', 'kazał', 'казал'",0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4358264081255771
"525, 'дороге', 'drodze', 'дродзе'",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2539682539682539
"528, 'мыслью', 'myślą', 'мышлом'",0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.0307017543859648
"530, 'правду', 'prawdy', 'правды'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6119711042311662
"531, 'надежда', 'nadzieja', 'надзиейа'",0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6491228070175438
"532, 'мысли', 'myśl', 'мышл'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0994152046783626
"533, 'возвратит', 'wróci', 'вруци'",0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0233918128654973
"535, 'вчера', 'wczoraj', 'вчорай'",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6491228070175438
"61, 'вечер', 'wieczór', 'виечур'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"62, 'почернела', 'czarnej', 'чарней'",0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,-0.1891891891891892
"63, 'весла', 'wioseł', 'виосел'",0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.081081081081081
"66, 'публика', 'publiczność', 'публичношч'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,-1.3783783783783785
"67, 'квадрата', 'kwadratu', 'квадрату'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0405405405405405
"69, 'золотая', 'złoty', 'злоты'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.3783783783783785
"612, 'вечер', 'wieczór', 'виечур'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5675675675675675
"619, 'написано', 'opisane', 'описане'",0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3783783783783785
"622, 'идя', 'idąc', 'идомц'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.1505791505791505
"623, 'подтвердить', 'potwierdzić', 'потвиердзич'",0.0,0.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2567567567567567
"625, 'подтвердить', 'potwierdzić', 'потвиердзич'",0.0,0.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1.3783783783783785
"626, 'ломаным', 'łamanym', 'ламаным'",0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0405405405405405
"629, 'появлялся', 'pojawiał', 'пойавиал'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.2,0.0,0.0,0.0,2.0,-0.1891891891891893
"633, 'тайно', 'potajemnie', 'потайемние'",0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.2,0.0,-0.1891891891891892
