pair,postfix_position,different_agreement,PREF1,PREF2,ROOT1,ROOT2,LINK,SUFF1,SUFF2,SUFF3,END,POSTFIX,explained_mistakes
"213, 'задержан', 'zadržujejo', 'задржуйейо'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,-0.118918918918919
"214, 'сегодняшний', 'današnji', 'данашнйи'",0.0,0.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1711711711711711
"215, 'вчерашнего', 'včerajšnjega', 'вчерайшнйега'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.0878378378378379
"218, 'повествование', 'pripovedovati', 'приповедовати'",0.0,0.0,3.0,0.0,2.6,0.0,0.0,0.0,2.0,0.0,1.6,0.0,-0.2432432432432433
"219, 'вчерашний', 'včerajšnja', 'вчерайшнйа'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.547911547911548
"223, 'вопросов', 'vprašanj', 'впрашанй'",0.0,0.0,1.0,0.0,0.9,0.0,0.0,3.0,0.0,0.0,2.0,0.0,-1.4864864864864866
"224, 'выспросили', 'vprašali', 'впрашали'",0.0,0.0,1.0,1.0,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3218673218673218
"225, 'жизни', 'življenju', 'живлйенйу'",0.0,0.0,0.0,0.0,2.2,0.0,0.0,2.0,0.0,0.0,1.2,0.0,0.3783783783783783
"226, 'страницу', 'stran', 'стран'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-0.864864864864865
"227, 'родственниках', 'sorodnikih', 'сородниких'",0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,-0.864864864864865
"228, 'умер', 'umrl', 'умрл'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.627027027027027
"229, 'пил', 'pil', 'пил'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6609336609336609
"230, 'вчерашнем', 'včeraj', 'вчерай'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,-0.2432432432432433
"232, 'уступила', 'odstopila', 'одстопила'",0.0,0.0,1.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2432432432432433
"235, 'помощь', 'pomoč', 'помоч'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.491891891891892
"237, 'коже', 'koži', 'кожи'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0882882882882882
"30, 'молитва', 'molitev', 'молитев'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1885964912280702
"31, 'божество', 'božanstvo', 'божанство'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4320175438596492
"32, 'милосердии', 'usmiljenosti', 'усмилйености'",0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.8,3.0,0.0,0.0,0.0,-0.6228070175438595
"33, 'угрозы', 'grožnje', 'грожнйе'",0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.2,0.0,-2.894736842105263
"317, 'боги', 'bogovi', 'богови'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8539473684210526
"318, 'мощной', 'močna', 'мочна'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.1885964912280702
"320, 'господина', 'gospod', 'господ'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.7565789473684211
"321, 'приказанию', 'ukaz', 'указ'",0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,-0.9473684210526314
"322, 'конных', 'konjih', 'конйих'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,-0.3631578947368419
"325, 'спрашивать', 'spraševati', 'спрашевати'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,-0.2982456140350876
"327, 'господин', 'gospod', 'господ'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5574162679425838
"331, 'новые', 'nove', 'нове'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.625506072874494
"332, 'дыма', 'dima', 'дима'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5131578947368421
"43, 'кровь', 'kri', 'кри'",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2355212355212355
"49, 'любовью', 'ljubezni', 'лйубезни'",0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.4797297297297297
"414, 'воинская', 'vojaška', 'войашка'",0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.5802861685214626
"415, 'своеволие', 'samovoljnosti', 'самоволйности'",0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.6,0.0,-6.135135135135135
"416, 'указ', 'ukaz', 'указ'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6177606177606177
"417, 'пребывание', 'bivanje', 'биванйе'",0.0,0.0,3.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.1891891891891892
"418, 'покорности', 'pokorščino', 'покоршчино'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,-2.5675675675675675
"421, 'бегстве', 'begu', 'бегу'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,-0.0900900900900902
"426, 'любви', 'ljubezen', 'лйубезен'",0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.0,0.0,0.0,1.0,0.0,-1.774774774774775
"429, 'вопрос', 'vprašanje', 'впрашанйе'",0.0,0.0,1.0,0.0,0.9,0.0,0.0,3.0,0.0,0.0,1.0,0.0,-1.3783783783783785
"430, 'ощущать', 'občutka', 'обчутка'",0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,-2.5675675675675675
"436, 'найти', 'najti', 'найти'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0810810810810811
"438, 'вспоминал', 'spominjal', 'споминйал'",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,-3.162162162162162
"440, 'пламя', 'plamen', 'пламен'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0395010395010394
"441, 'любил', 'ljubil', 'лйубил'",0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2741312741312742
"442, 'любим', 'ljubila', 'лйубила'",0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7183499288762447
"53, 'жизни', 'življenju', 'живлйенйу'",0.0,0.0,0.0,0.0,2.2,0.0,0.0,2.0,0.0,0.0,1.2,0.0,-0.119047619047619
"55, 'памяти', 'spomnia', 'спомниа'",0.0,0.0,1.0,0.0,2.3,0.0,0.0,1.0,0.0,0.0,1.2,0.0,-0.9583333333333331
"56, 'жизнь', 'življenje', 'живлйенйе'",0.0,0.0,0.0,0.0,2.2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
"59, 'желанной', 'poželenja', 'пожеленйа'",0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.2,0.0,-1.7976190476190474
"512, 'кровью', 'kri', 'кри'",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6785714285714286
"513, 'жизнью', 'življenje', 'живлйенйе'",0.0,0.0,0.0,0.0,2.2,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-0.3055555555555556
"515, 'стены', 'stene', 'стене'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2539682539682539
"516, 'жить', 'živeti', 'живети'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2539682539682539
"517, 'умереть', 'umreti', 'умрети'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2539682539682539
"520, 'домашним', 'domačnih', 'домачних'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4804421768707482
"521, 'жить', 'živeti', 'живети'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7202380952380952
"522, 'ночи', 'noči', 'ночи'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404761904761905
"526, 'оружия', 'orožja', 'орожйа'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.5803571428571429
"527, 'оружия', 'orožja', 'орожйа'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.1296296296296296
"528, 'мыслью', 'misli', 'мисли'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7202380952380952
"532, 'мысли', 'misli', 'мисли'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2539682539682539
"533, 'вернет', 'vrnil', 'врнил'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,-1.9841269841269844
"535, 'вчера', 'včeraj', 'вчерай'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.238095238095238
"61, 'вечер', 'večer', 'вечер'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6944444444444444
"63, 'весла', 'vesla', 'весла'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"67, 'квадрата', 'kvadrata', 'квадрата'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3749999999999999
"68, 'луна', 'luna', 'луна'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"69, 'золотая', 'zlata', 'злата'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.6,0.0,-0.2222222222222221
"612, 'вечер', 'večer', 'вечер'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"619, 'написано', 'zapisano', 'записано'",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"623, 'подтвердить', 'trditi', 'трдити'",0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5277777777777778
"625, 'подтвердить', 'potrditi', 'потрдити'",0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.888888888888888
"626, 'ломаным', 'polomljeno', 'поломлйено'",0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.2,0.0,0.0,2.0,0.0,-1.597222222222222
"632, 'балконе', 'balkonu', 'балкону'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5925925925925927
