test_id,lang_name,answer_no,answer,cognate,morphemic_parse
2,Czech,0,prázdnou,0.5,"{'ROOT': ['prázdn'], 'END': ['ou']}"
2,Czech,1,chodbou,0.5,"{'ROOT': ['chod'], 'SUFF': ['b'], 'END': ['ou']}"
2,Czech,2,budovy,0,"{'ROOT': ['budov'], 'END': ['y']}"
2,Czech,3,skleněné,1,"{'ROOT': ['skl'], 'SUFF': ['en', 'ěn'], 'END': ['é']}"
2,Czech,4,nástroji,0.5,"{'PREF': ['ná'], 'ROOT': ['stroj'], 'END': ['i']}"
2,Czech,5,křesla,1,"{'ROOT': ['křesl'], 'END': ['a']}"
2,Czech,6,koulemi,0.5,"{'ROOT': ['koul'], 'END': ['emi']}"
2,Czech,7,kabelů,0.5,"{'ROOT': ['kabel'], 'END': ['ů']}"
2,Czech,8,ujali,0.5,"{'PREF': ['u'], 'ROOT': ['ja'], 'SUFF': ['l'], 'END': ['i']}"
2,Czech,9,stolku,1,"{'ROOT': ['stol'], 'SUFF': ['k'], 'END': ['u']}"
2,Czech,10,uvažoval,0.5,"{'PREF': ['u'], 'ROOT': ['važ'], 'SUFF': ['ova', 'l']}"
2,Czech,11,lákavá,0.5,"{'ROOT': ['lák'], 'SUFF': ['av'], 'END': ['á']}"
2,Czech,12,důmyslné,1,"{'PREF': ['dů'], 'ROOT': ['mysl'], 'SUFF': ['n'], 'END': ['é']}"
2,Czech,13,internovali,0,"{'ROOT': ['intern'], 'SUFF': ['ova', 'l'], 'END': ['i']}"
2,Czech,14,dnešní,1,"{'ROOT': ['dne'], 'SUFF': ['šn'], 'END': ['í']}"
2,Czech,15,včerejšího,1,"{'ROOT': ['včer'], 'SUFF': ['ejší'], 'END': ['ho']}"
2,Czech,16,pochybná,0,"{'ROOT': ['pochyb'], 'SUFF': ['n'], 'END': ['á']}"
2,Czech,17,šílenec,0,"{'ROOT': ['šíl'], 'SUFF': ['en', 'ec']}"
2,Czech,18,vyprávět,0,"{'PREF': ['vy'], 'ROOT': ['práv'], 'SUFF': ['ě'], 'END': ['t']}"
2,Czech,19,včerejší,1,"{'ROOT': ['včer'], 'SUFF': ['ejší']}"
2,Czech,20,špatně,0,"{'ROOT': ['špat'], 'SUFF': ['n'], 'END': ['ě']}"
2,Czech,21,zachovat,0,"{'PREF': ['za'], 'ROOT': ['chov'], 'SUFF': ['a'], 'END': ['t']}"
2,Czech,22,provést,0.5,"{'PREF': ['pro'], 'ROOT': ['věs'], 'END': ['t']}"
2,Czech,23,odpovídat,0.5,"{'PREF': ['od', 'po'], 'ROOT': ['víd'], 'SUFF': ['a'], 'END': ['t']}"
2,Czech,24,vyptávali,0.5,"{'PREF': ['vy'], 'ROOT': ['pt'], 'SUFF': ['áva', 'l'], 'END': ['i']}"
2,Czech,25,život,1,"{'ROOT': ['živ'], 'SUFF': ['ot']}"
2,Czech,26,stránku,1,"{'ROOT': ['strán'], 'SUFF': ['k'], 'END': ['u']}"
2,Czech,27,příbuzenstvo,0,"{'ROOT': ['příbuz'], 'SUFF': ['en', 'stv'], 'END': ['o']}"
2,Czech,28,zemřel,1,"{'PREF': ['ze'], 'ROOT': ['mř'], 'SUFF': ['e', 'l']}"
2,Czech,29,pil,1,"{'ROOT': ['pi'], 'SUFF': ['l']}"
2,Czech,30,včera,1,{'ROOT': ['včera']}
2,Czech,31,nepřekvapil,0,"{'PREF': ['ne'], 'ROOT': ['překvap'], 'SUFF': ['i', 'l']}"
2,Czech,32,předala,0.5,"{'PREF': ['pře'], 'ROOT': ['da'], 'SUFF': ['l'], 'END': ['a']}"
2,Czech,33,puls,1,{'ROOT': ['puls']}
2,Czech,34,očí,0.5,"{'ROOT': ['oč'], 'END': ['í']}"
2,Czech,35,pomoc,1,"{'PREF': ['po'], 'ROOT': ['moc']}"
2,Czech,36,zad,0.5,{'ROOT': ['zad']}
2,Czech,37,kůže,1,"{'ROOT': ['kůž'], 'END': ['e']}"
2,Czech,38,povyskočil,0.5,"{'PREF': ['po', 'vy'], 'ROOT': ['skoč'], 'SUFF': ['i', 'l']}"
2,Czech,39,gumové,0,"{'ROOT': ['gum'], 'SUFF': ['ov'], 'END': ['é']}"
3,Czech,0,modlitba,1,"{'ROOT': ['modl'], 'SUFF': ['i', 'tb'], 'END': ['a']}"
3,Czech,1,boha,1,"{'ROOT': ['boh'], 'END': ['a']}"
3,Czech,2,slitování,0,"{'ROOT': ['slit'], 'SUFF': ['ová', 'ní']}"
3,Czech,3,hrozby,1,"{'ROOT': ['hroz'], 'SUFF': ['b'], 'END': ['y']}"
3,Czech,4,ležící,1,"{'ROOT': ['lež'], 'SUFF': ['íc'], 'END': ['í']}"
3,Czech,5,chvíli,0,"{'ROOT': ['chvíl'], 'END': ['i']}"
3,Czech,6,městem,0.5,"{'ROOT': ['měst'], 'END': ['em']}"
3,Czech,7,rušno,0,"{'ROOT': ['ruš'], 'SUFF': ['n'], 'END': ['o']}"
3,Czech,8,sloupy,0,"{'ROOT': ['sloup'], 'END': ['y']}"
3,Czech,9,ochranu,0.5,"{'PREF': ['o'], 'ROOT': ['chran'], 'END': ['u']}"
3,Czech,10,spěchaly,0.5,"{'ROOT': ['spěch'], 'SUFF': ['a', 'l'], 'END': ['y']}"
3,Czech,11,pěšinami,0.5,"{'ROOT': ['pěšin'], 'END': ['ami']}"
3,Czech,12,skupinky,0.5,"{'ROOT': ['skupin'], 'SUFF': ['k'], 'END': ['y']}"
3,Czech,13,města,0.5,"{'ROOT': ['měst'], 'END': ['a']}"
3,Czech,14,tam,0,{'ROOT': ['tam']}
3,Czech,15,obklopily,0.5,"{'PREF': ['ob'], 'ROOT': ['klop'], 'SUFF': ['i', 'l'], 'END': ['y']}"
3,Czech,16,město,0.5,"{'ROOT': ['měst'], 'END': ['o']}"
3,Czech,17,bohové,1,"{'ROOT': ['boh'], 'END': ['ové']}"
3,Czech,18,pevnou,0,"{'ROOT': ['pevn'], 'END': ['ou']}"
3,Czech,19,krčmou,0,"{'ROOT': ['krčm'], 'END': ['ou']}"
3,Czech,20,pánův,0.5,"{'ROOT': ['pán'], 'SUFF': ['ův']}"
3,Czech,21,rozkaz,1,"{'PREF': ['roz'], 'ROOT': ['kaz']}"
3,Czech,22,jízdních,0.5,"{'ROOT': ['jízd'], 'SUFF': ['n'], 'END': ['ích']}"
3,Czech,23,jeli,0.5,"{'ROOT': ['j'], 'SUFF': ['e', 'l'], 'END': ['i']}"
3,Czech,24,města,0.5,"{'ROOT': ['měst'], 'END': ['a']}"
3,Czech,25,vyptávat,0.5,"{'PREF': ['vy'], 'ROOT': ['pt'], 'SUFF': ['áva'], 'END': ['t']}"
3,Czech,26,města,0.5,"{'ROOT': ['měst'], 'END': ['a']}"
3,Czech,27,pane,0.5,"{'ROOT': ['pan'], 'END': ['e']}"
3,Czech,28,velikého,0.5,"{'ROOT': ['velik'], 'END': ['ého']}"
3,Czech,29,města,0.5,"{'ROOT': ['měst'], 'END': ['a']}"
3,Czech,30,plameny,1,"{'ROOT': ['plamen'], 'END': ['y']}"
3,Czech,31,nové,1,"{'ROOT': ['nov'], 'END': ['é']}"
3,Czech,32,kouři,0.5,"{'ROOT': ['kouř'], 'END': ['i']}"
3,Czech,33,podali,0.5,"{'PREF': ['po'], 'ROOT': ['da'], 'SUFF': ['l'], 'END': ['i']}"
3,Czech,34,vyskočil,1,"{'PREF': ['vy'], 'ROOT': ['skoč'], 'SUFF': ['i', 'l']}"
4,Czech,0,neukazoval,0.5,"{'PREF': ['ne'], 'ROOT': ['ukaz'], 'SUFF': ['ova', 'l']}"
4,Czech,1,myslit,0.5,"{'ROOT': ['mysl'], 'SUFF': ['i'], 'END': ['t']}"
4,Czech,2,uspěchané,0.5,"{'PREF': ['u'], 'ROOT': ['spěch'], 'SUFF': ['an'], 'END': ['é']}"
4,Czech,3,krev,1,{'ROOT': ['krev']}
4,Czech,4,rozumu,1,"{'PREF': ['roz'], 'ROOT': ['um'], 'END': ['u']}"
4,Czech,5,městskými,0.5,"{'ROOT': ['měst'], 'SUFF': ['sk'], 'END': ['ými']}"
4,Czech,6,otrockém,0,"{'ROOT': ['otroc'], 'SUFF': ['k'], 'END': ['ém']}"
4,Czech,7,zkušení,0.5,"{'ROOT': ['zkuš'], 'SUFF': ['en'], 'END': ['í']}"
4,Czech,8,neohrabanější,0,"{'ROOT': ['neohraban'], 'SUFF': ['ější']}"
4,Czech,9,lásky,0.5,"{'ROOT': ['lásk'], 'END': ['y']}"
4,Czech,10,chce,0.5,"{'ROOT': ['chc'], 'END': ['e']}"
4,Czech,11,nejútlejších,0.5,"{'PREF': ['nej'], 'ROOT': ['útl'], 'SUFF': ['ejš'], 'END': ['ích']}"
4,Czech,12,nechápe,0.5,"{'PREF': ['ne'], 'ROOT': ['cháp'], 'END': ['e']}"
4,Czech,13,odříci,0.5,"{'PREF': ['od'], 'ROOT': ['říci']}"
4,Czech,14,vojenská,1,"{'ROOT': ['voj'], 'SUFF': ['en', 'sk'], 'END': ['á']}"
4,Czech,15,svévolnost,1,"{'ROOT': ['své', 'vol'], 'SUFF': ['n', 'ost']}"
4,Czech,16,rozkaz,1,"{'PREF': ['roz'], 'ROOT': ['kaz']}"
4,Czech,17,pobyt,1,"{'PREF': ['po'], 'ROOT': ['byt']}"
4,Czech,18,poslušnosti,0.5,"{'ROOT': ['posluš'], 'SUFF': ['n', 'ost'], 'END': ['i']}"
4,Czech,19,hranic,0.5,{'ROOT': ['hranic']}
4,Czech,20,krvácela,0,"{'ROOT': ['krvác'], 'SUFF': ['e', 'l'], 'END': ['a']}"
4,Czech,21,útěku,0.5,"{'ROOT': ['útěk'], 'END': ['u']}"
4,Czech,22,záhada,1,"{'PREF': ['zá'], 'ROOT': ['had'], 'END': ['a']}"
4,Czech,23,trápil,0,"{'ROOT': ['tráp'], 'SUFF': ['i', 'l']}"
4,Czech,24,pravdu,1,"{'ROOT': ['pravd'], 'END': ['u']}"
4,Czech,25,lhostejný,0,"{'ROOT': ['lhost'], 'SUFF': ['ejn'], 'END': ['ý']}"
4,Czech,26,láskou,0.5,"{'ROOT': ['lásk'], 'END': ['ou']}"
4,Czech,27,něžnostmi,0.5,"{'ROOT': ['něž'], 'SUFF': ['n', 'ost'], 'END': ['mi']}"
4,Czech,28,skvělém,0,"{'ROOT': ['skvěl'], 'END': ['ém']}"
4,Czech,29,odpověď,0.5,"{'PREF': ['od'], 'ROOT': ['pověď']}"
4,Czech,30,pocitu,0,"{'ROOT': ['pocit'], 'END': ['u']}"
4,Czech,31,propast,1,"{'PREF': ['pro'], 'ROOT': ['past']}"
4,Czech,32,ztratit,0.5,"{'PREF': ['z'], 'ROOT': ['trat'], 'SUFF': ['i'], 'END': ['t']}"
4,Czech,33,rovnováhy,0.5,"{'ROOT': ['rovn', 'váh'], 'LINK': ['o'], 'END': ['y']}"
4,Czech,34,miluje,0.5,"{'ROOT': ['mil'], 'SUFF': ['u'], 'END': ['je']}"
4,Czech,35,chápal,0.5,"{'ROOT': ['cháp'], 'SUFF': ['a', 'l']}"
4,Czech,36,najít,1,"{'ROOT': ['nají'], 'END': ['t']}"
4,Czech,37,fantazii,0.5,"{'ROOT': ['fantazi'], 'END': ['i']}"
4,Czech,38,paměti,1,"{'ROOT': ['pamět'], 'END': ['i']}"
4,Czech,39,hrudi,1,"{'ROOT': ['hrud'], 'END': ['i']}"
4,Czech,40,plameny,1,"{'ROOT': ['plamen'], 'END': ['y']}"
4,Czech,41,miloval,0.5,"{'ROOT': ['mil'], 'SUFF': ['ova', 'l']}"
4,Czech,42,milovala,0.5,"{'ROOT': ['mil'], 'SUFF': ['ova', 'l'], 'END': ['a']}"
4,Czech,43,lítost,0,"{'ROOT': ['lít'], 'SUFF': ['ost']}"
5,Czech,0,očích,0.5,"{'ROOT': ['oč'], 'END': ['ích']}"
5,Czech,1,potu,0.5,"{'ROOT': ['pot'], 'END': ['u']}"
5,Czech,2,vyrvat,1,"{'PREF': ['vy'], 'ROOT': ['rv'], 'SUFF': ['a'], 'END': ['t']}"
5,Czech,3,životě,1,"{'ROOT': ['živ'], 'SUFF': ['ot'], 'END': ['ě']}"
5,Czech,4,rád,0,{'ROOT': ['rád']}
5,Czech,5,okamžiku,0,"{'ROOT': ['okamžik'], 'END': ['u']}"
5,Czech,6,život,1,"{'ROOT': ['živ'], 'SUFF': ['ot']}"
5,Czech,7,slovo,1,"{'ROOT': ['slov'], 'END': ['o']}"
5,Czech,8,fontány,1,"{'ROOT': ['fontán'], 'END': ['y']}"
5,Czech,9,žádoucnější,0.5,"{'ROOT': ['žádouc'], 'SUFF': ['n', 'ější']}"
5,Czech,10,bohy,0.5,"{'ROOT': ['boh'], 'END': ['y']}"
5,Czech,11,představil,0.5,"{'PREF': ['před'], 'ROOT': ['stav'], 'SUFF': ['i', 'l']}"
5,Czech,12,krví,1,"{'ROOT': ['krv'], 'END': ['í']}"
5,Czech,13,životem,1,"{'ROOT': ['živ'], 'SUFF': ['ot'], 'END': ['em']}"
5,Czech,14,strašnou,0.5,"{'ROOT': ['straš'], 'SUFF': ['n'], 'END': ['ou']}"
5,Czech,15,zdí,0,"{'ROOT': ['zd'], 'END': ['í']}"
5,Czech,16,žít,1,"{'ROOT': ['ží'], 'END': ['t']}"
5,Czech,17,zemřít,1,"{'PREF': ['ze'], 'ROOT': ['mř'], 'SUFF': ['í'], 'END': ['t']}"
5,Czech,18,úlevu,0,"{'ROOT': ['úlev'], 'END': ['u']}"
5,Czech,19,váz,0.5,{'ROOT': ['váz']}
5,Czech,20,domácím,1,"{'ROOT': ['dom'], 'SUFF': ['ác'], 'END': ['ím']}"
5,Czech,21,žít,1,"{'ROOT': ['ží'], 'END': ['t']}"
5,Czech,22,noci,1,"{'ROOT': ['noc'], 'END': ['i']}"
5,Czech,23,opustiv,0.5,"{'PREF': ['o'], 'ROOT': ['pust'], 'SUFF': ['i', 'v']}"
5,Czech,24,dal,0,"{'ROOT': ['da'], 'SUFF': ['l']}"
5,Czech,25,cestou,0,"{'ROOT': ['cest'], 'END': ['ou']}"
5,Czech,26,zbraň,0,{'ROOT': ['zbraň']}
5,Czech,27,zbraň,0,{'ROOT': ['zbraň']}
5,Czech,28,myšlenkou,1,"{'ROOT': ['myšl'], 'SUFF': ['en', 'k'], 'END': ['ou']}"
5,Czech,29,spatřit,0,"{'PREF': ['s'], 'ROOT': ['patř'], 'SUFF': ['i'], 'END': ['t']}"
5,Czech,30,pravdu,1,"{'ROOT': ['pravd'], 'END': ['u']}"
5,Czech,31,naděje,1,"{'ROOT': ['naděj'], 'END': ['e']}"
5,Czech,32,pomyšlení,1,"{'PREF': ['po'], 'ROOT': ['myšl'], 'SUFF': ['en'], 'END': ['í']}"
5,Czech,33,vrátí,1,"{'ROOT': ['vrát'], 'END': ['í']}"
5,Czech,34,domněnku,0.5,"{'PREF': ['do'], 'ROOT': ['mn'], 'SUFF': ['ěnk'], 'END': ['u']}"
5,Czech,35,včera,1,{'ROOT': ['včera']}
5,Czech,36,spatřit,0,"{'PREF': ['s'], 'ROOT': ['patř'], 'SUFF': ['i'], 'END': ['t']}"
6,Czech,0,obličeji,1,"{'PREF': ['ob'], 'ROOT': ['lič'], 'SUFF': ['ej'], 'END': ['i']}"
6,Czech,1,večer,1,{'ROOT': ['večer']}
6,Czech,2,zčernala,1,"{'PREF': ['z'], 'ROOT': ['čern'], 'SUFF': ['a', 'l'], 'END': ['a']}"
6,Czech,3,vesla,1,"{'ROOT': ['vesl'], 'END': ['a']}"
6,Czech,4,občanky,0,"{'ROOT': ['občan'], 'SUFF': ['k'], 'END': ['y']}"
6,Czech,5,lavičkách,0.5,"{'ROOT': ['lavičk'], 'END': ['ách']}"
6,Czech,6,lidé,0.5,"{'ROOT': ['lid'], 'END': ['é']}"
6,Czech,7,diskutéři,0,"{'ROOT': ['diskut'], 'SUFF': ['éř'], 'END': ['i']}"
6,Czech,8,úplněk,0,"{'ROOT': ['úpln'], 'SUFF': ['ěk']}"
6,Czech,9,nezezlátlý,1,"{'PREF': ['ne'], 'ROOT': ['zezlát'], 'SUFF': ['l'], 'END': ['ý']}"
6,Czech,10,nezpozoroval,0.5,"{'PREF': ['ne'], 'ROOT': ['zpozor'], 'SUFF': ['ova', 'l']}"
6,Czech,11,příběh,0,"{'PREF': ['pří'], 'ROOT': ['běh']}"
6,Czech,12,večer,1,{'ROOT': ['večer']}
6,Czech,13,vyprávění,0,"{'PREF': ['vy'], 'ROOT': ['právě'], 'SUFF': ['ní']}"
6,Czech,14,příběh,0,"{'PREF': ['pří'], 'ROOT': ['běh']}"
6,Czech,15,tváře,0,"{'ROOT': ['tvář'], 'END': ['e']}"
6,Czech,16,vyprávění,0,"{'PREF': ['vy'], 'ROOT': ['právě'], 'SUFF': ['ní']}"
6,Czech,17,výkladem,0,"{'PREF': ['vý'], 'ROOT': ['klad'], 'END': ['em']}"
6,Czech,18,namítal,0,"{'ROOT': ['namít'], 'SUFF': ['a', 'l']}"
6,Czech,19,psáno,1,"{'ROOT': ['ps'], 'SUFF': ['án'], 'END': ['o']}"
6,Czech,20,pramen,0,{'ROOT': ['pramen']}
6,Czech,21,zarazil,0,"{'ROOT': ['zaraz'], 'SUFF': ['i', 'l']}"
6,Czech,22,kráčeli,0,"{'ROOT': ['kráč'], 'SUFF': ['e', 'l'], 'END': ['i']}"
6,Czech,23,dokázat,0.5,"{'ROOT': ['dokáz'], 'SUFF': ['a'], 'END': ['t']}"
6,Czech,24,vyprávěl,0,"{'PREF': ['vy'], 'ROOT': ['práv'], 'SUFF': ['ě', 'l']}"
6,Czech,25,dokázat,0.5,"{'ROOT': ['dokáz'], 'SUFF': ['a'], 'END': ['t']}"
6,Czech,26,lámanou,1,"{'ROOT': ['lám'], 'SUFF': ['an'], 'END': ['ou']}"
6,Czech,27,pokynul,0,"{'PREF': ['po'], 'ROOT': ['kyn'], 'SUFF': ['u', 'l']}"
6,Czech,28,naklonili,1,"{'PREF': ['na'], 'ROOT': ['klon'], 'SUFF': ['i', 'l'], 'END': ['i']}"
6,Czech,29,objevoval,1,"{'PREF': ['ob'], 'ROOT': ['jev'], 'SUFF': ['ova', 'l']}"
6,Czech,30,pokračoval,0,"{'PREF': ['po'], 'ROOT': ['krač'], 'SUFF': ['ova', 'l']}"
6,Czech,31,zúčastnil,0.5,"{'PREF': ['z'], 'ROOT': ['účast'], 'SUFF': ['n', 'i', 'l']}"
6,Czech,32,paláci,0,"{'ROOT': ['palác'], 'END': ['i']}"
6,Czech,33,tajně,1,"{'ROOT': ['tajn'], 'END': ['ě']}"
6,Czech,34,pro sebe,0,"{'PREF': ['pro'], 'ROOT': ['seb'], 'END': ['e']}"
