test_id,lang_name,answer_no,answer,cognate,morphemic_parse
2,Belarussian,0,пустым,1,"{'ROOT': ['пуст'], 'END': ['ым']}"
2,Belarussian,1,калiдоры,1,"{'ROOT': ['калiдор'], 'END': ['ы']}"
2,Belarussian,2,будынку,0,"{'ROOT': ['будын'], 'SUFF': ['к'], 'END': ['у']}"
2,Belarussian,3,шкляныя,1,"{'ROOT': ['шкл'], 'SUFF': ['ян'], 'END': ['ыя']}"
2,Belarussian,4,iнструментамi,1,"{'ROOT': ['iнструмент'], 'END': ['амi']}"
2,Belarussian,5,крэслы,1,"{'ROOT': ['крэсл'], 'END': ['ы']}"
2,Belarussian,6,каўпакамi,1,"{'ROOT': ['каўпак'], 'END': ['амi']}"
2,Belarussian,7,правады,1,"{'PREF': ['пра'], 'ROOT': ['вад'], 'END': ['ы']}"
2,Belarussian,8,ўзялiся,0.5,"{'PREF': ['ў'], 'ROOT': ['зя'], 'SUFF': ['л'], 'END': ['i'], 'POSTFIX': ['ся']}"
2,Belarussian,9,столiк,1,"{'ROOT': ['стол'], 'SUFF': ['iк']}"
2,Belarussian,10,думаць,1,"{'ROOT': ['дум'], 'SUFF': ['а'], 'END': ['ць']}"
2,Belarussian,11,спакушаў,0.5,"{'PREF': ['с'], 'ROOT': ['пакуш'], 'SUFF': ['а', 'ў']}"
2,Belarussian,12,мудрагелiстыя,0.5,"{'ROOT': ['мудр'], 'SUFF': ['агел', 'iст'], 'END': ['ыя']}"
2,Belarussian,13,трымаюць,0,"{'ROOT': ['трыма'], 'END': ['юць']}"
2,Belarussian,14,сённяшнi,1,"{'ROOT': ['сёння'], 'SUFF': ['шн'], 'END': ['i']}"
2,Belarussian,15,ўчарашняга,1,"{'ROOT': ['ўчара'], 'SUFF': ['шн'], 'END': ['яга']}"
2,Belarussian,16,сумнiцельным,1,"{'ROOT': ['сумн'], 'SUFF': ['i', 'цельн'], 'END': ['ым']}"
2,Belarussian,17,вар'ят,0,"{'ROOT': ['вар'], 'SUFF': ['ят']}"
2,Belarussian,18,расказ,0.5,"{'PREF': ['рас'], 'ROOT': ['каз']}"
2,Belarussian,19,учарашнi,1,"{'ROOT': ['учара'], 'SUFF': ['шн'], 'END': ['i']}"
2,Belarussian,20,наадварот,0.5,{'ROOT': ['наадварот']}
2,Belarussian,21,адгарадзiцца,0,"{'PREF': ['ад'], 'ROOT': ['гарадз'], 'SUFF': ['i'], 'END': ['ць'], 'POSTFIX': ['ца']}"
2,Belarussian,22,ажыццявiць,0.5,"{'PREF': ['а'], 'ROOT': ['жыцц'], 'SUFF': ['яв', 'i'], 'END': ['ць']}"
2,Belarussian,23,пытанняў,0.5,"{'ROOT': ['пыт'], 'SUFF': ['анн'], 'END': ['яў']}"
2,Belarussian,24,распыталiся,0.5,"{'PREF': ['рас'], 'ROOT': ['пыт'], 'SUFF': ['а', 'л'], 'END': ['i'], 'POSTFIX': ['ся']}"
2,Belarussian,25,жыццё,1,"{'ROOT': ['жы'], 'SUFF': ['цц'], 'END': ['ё']}"
2,Belarussian,26,старонку,1,"{'ROOT': ['старон'], 'SUFF': ['к'], 'END': ['у']}"
2,Belarussian,27,сваякоў,0.5,"{'ROOT': ['сваяк'], 'END': ['оў']}"
2,Belarussian,28,памёр,1,"{'PREF': ['па'], 'ROOT': ['мёр']}"
2,Belarussian,29,пiў,1,"{'ROOT': ['пi'], 'SUFF': ['ў']}"
2,Belarussian,30,ўчарашняе,1,"{'ROOT': ['ўчара'], 'SUFF': ['шн'], 'END': ['яе']}"
2,Belarussian,31,здзiўлялiся,1,"{'PREF': ['з'], 'ROOT': ['дзiўл'], 'SUFF': ['я', 'л'], 'END': ['i'], 'POSTFIX': ['ся']}"
2,Belarussian,32,аддала,0.5,"{'PREF': ['ад'], 'ROOT': ['да'], 'SUFF': ['л'], 'END': ['а']}"
2,Belarussian,33,пульс,1,{'ROOT': ['пульс']}
2,Belarussian,34,вочы,0.5,"{'ROOT': ['воч'], 'END': ['ы']}"
2,Belarussian,35,дапамогу,1,"{'PREF': ['да'], 'ROOT': ['памог'], 'END': ['у']}"
2,Belarussian,36,спiну,1,"{'ROOT': ['спiн'], 'END': ['у']}"
2,Belarussian,37,скире,0.5,"{'ROOT': ['скир'], 'END': ['е']}"
2,Belarussian,38,падскоквалi,0.5,"{'PREF': ['пад'], 'ROOT': ['скок'], 'SUFF': ['ва', 'л'], 'END': ['i']}"
2,Belarussian,39,гумавыя,0,"{'ROOT': ['гум'], 'SUFF': ['ав'], 'END': ['ыя']}"
3,Belarussian,0,малітва,1,"{'ROOT': ['мал'], 'SUFF': ['i', 'тв'], 'END': ['а']}"
3,Belarussian,1,боства,1,"{'ROOT': ['боств'], 'END': ['а']}"
3,Belarussian,2,літасць,0,{'ROOT': ['лiтасць']}
3,Belarussian,3,гразьбы,1,"{'ROOT': ['гразь'], 'SUFF': ['б'], 'END': ['ы']}"
3,Belarussian,4,ляжашчыя,1,"{'ROOT': ['ляж'], 'SUFF': ['ашч'], 'END': ['ыя']}"
3,Belarussian,5,незабаўна,0,"{'PREF': ['не'], 'ROOT': ['забаў'], 'SUFF': ['н'], 'END': ['а']}"
3,Belarussian,6,горадам,1,"{'ROOT': ['горад'], 'END': ['ам']}"
3,Belarussian,7,рух,0,{'ROOT': ['рух']}
3,Belarussian,8,калюмнамі,1,"{'ROOT': ['калюмн'], 'END': ['амi']}"
3,Belarussian,9,апеку,0.5,"{'ROOT': ['апек'], 'END': ['у']}"
3,Belarussian,10,ішоў,0.5,"{'ROOT': ['iшо'], 'SUFF': ['ў']}"
3,Belarussian,11,сцежкамі,0.5,"{'ROOT': ['сцежк'], 'END': ['амi']}"
3,Belarussian,12,грамады,0.5,"{'ROOT': ['грамад'], 'END': ['ы']}"
3,Belarussian,13,гораду,1,"{'ROOT': ['горад'], 'END': ['у']}"
3,Belarussian,14,туды,0,{'ROOT': ['туды']}
3,Belarussian,15,акружылі,0.5,"{'PREF': ['а'], 'ROOT': ['круж'], 'SUFF': ['ы', 'л'], 'END': ['i']}"
3,Belarussian,16,горад,1,{'ROOT': ['горад']}
3,Belarussian,17,багі,1,"{'ROOT': ['баг'], 'END': ['i']}"
3,Belarussian,18,моцнаю,1,"{'ROOT': ['моц'], 'SUFF': ['н'], 'END': ['аю']}"
3,Belarussian,19,гасподаю,0,"{'ROOT': ['гаспод'], 'END': ['аю']}"
3,Belarussian,20,гаспадара,1,"{'ROOT': ['гаспадар'], 'END': ['а']}"
3,Belarussian,21,загад,0.5,"{'PREF': ['за'], 'ROOT': ['гад']}"
3,Belarussian,22,конных,1,"{'ROOT': ['кон'], 'SUFF': ['н'], 'END': ['ых']}"
3,Belarussian,23,ехалі,0.5,"{'ROOT': ['ех'], 'SUFF': ['а', 'л'], 'END': ['i']}"
3,Belarussian,24,гораду,1,"{'ROOT': ['горад'], 'END': ['у']}"
3,Belarussian,25,пытаць,0.5,"{'ROOT': ['пыт'], 'SUFF': ['а'], 'END': ['ць']}"
3,Belarussian,26,гораду,1,"{'ROOT': ['горад'], 'END': ['у']}"
3,Belarussian,27,спадару,0.5,"{'ROOT': ['спадар'], 'END': ['у']}"
3,Belarussian,28,вялікім,0.5,"{'ROOT': ['вялiк'], 'END': ['iм']}"
3,Belarussian,29,гораду,1,"{'ROOT': ['горад'], 'END': ['у']}"
3,Belarussian,30,агонь,0.5,{'ROOT': ['агонь']}
3,Belarussian,31,новыя,1,"{'ROOT': ['нов'], 'END': ['ыя']}"
3,Belarussian,32,дыму,1,"{'ROOT': ['дым'], 'END': ['у']}"
3,Belarussian,33,падалі,0.5,"{'PREF': ['па'], 'ROOT': ['да'], 'SUFF': ['л'], 'END': ['i']}"
3,Belarussian,34,ускочыў,1,"{'PREF': ['у'], 'ROOT': ['скоч'], 'SUFF': ['ы', 'ў']}"
4,Belarussian,0,вяртаўся,0,"{'ROOT': ['вярт'], 'SUFF': ['а', 'ў'], 'POSTFIX': ['ся']}"
4,Belarussian,1,думаць,1,"{'ROOT': ['дум'], 'SUFF': ['а'], 'END': ['ць']}"
4,Belarussian,2,паволі,0,"{'ROOT': ['павол'], 'SUFF': ['i']}"
4,Belarussian,3,кроў,1,{'ROOT': ['кроў']}
4,Belarussian,4,рассудку,0.5,"{'PREF': ['рас'], 'ROOT': ['суд'], 'SUFF': ['к'], 'END': ['у']}"
4,Belarussian,5,гарадскіх,1,"{'ROOT': ['гарад'], 'SUFF': ['ск'], 'END': ['iх']}"
4,Belarussian,6,нявольніцкім,0.5,"{'PREF': ['ня'], 'ROOT': ['воль'], 'SUFF': ['нiц', 'к'], 'END': ['iм']}"
4,Belarussian,7,спрытныя,0.5,"{'ROOT': ['спрыт'], 'SUFF': ['н'], 'END': ['ыя']}"
4,Belarussian,8,зручнымі,0.5,"{'PREF': ['з'], 'ROOT': ['руч'], 'SUFF': ['н'], 'END': ['ымi']}"
4,Belarussian,9,кахання,0,"{'ROOT': ['ках'], 'SUFF': ['анн'], 'END': ['я']}"
4,Belarussian,10,хоча,0.5,"{'ROOT': ['хоч'], 'END': ['а']}"
4,Belarussian,11,юных,1,"{'ROOT': ['юн'], 'END': ['ых']}"
4,Belarussian,12,зразумець,0.5,"{'PREF': ['з', 'раз'], 'ROOT': ['ум'], 'SUFF': ['е'], 'END': ['ць']}"
4,Belarussian,13,адрачыся,0.5,"{'PREF': ['ад'], 'ROOT': ['рач'], 'SUFF': ['ы'], 'POSTFIX': ['ся']}"
4,Belarussian,14,вайсковая,1,"{'ROOT': ['вайск'], 'SUFF': ['ов'], 'END': ['ая']}"
4,Belarussian,15,самаволю,1,"{'ROOT': ['сам', 'воль'], 'LINK': ['а'], 'END': ['ю']}"
4,Belarussian,16,загад,0.5,"{'PREF': ['за'], 'ROOT': ['гад']}"
4,Belarussian,17,побыт,1,"{'PREF': ['по'], 'ROOT': ['быт']}"
4,Belarussian,18,послугу,0.5,"{'PREF': ['по'], 'ROOT': ['слуг'], 'END': ['у']}"
4,Belarussian,19,межаў,0,"{'ROOT': ['меж'], 'END': ['аў']}"
4,Belarussian,20,страждало,1,"{'ROOT': ['стражд'], 'SUFF': ['а', 'л'], 'END': ['о']}"
4,Belarussian,21,згубе,0,"{'PREF': ['з'], 'ROOT': ['губ'], 'END': ['е']}"
4,Belarussian,22,загадка,1,"{'PREF': ['за'], 'ROOT': ['гад'], 'SUFF': ['к'], 'END': ['а']}"
4,Belarussian,23,мучыў,0.5,"{'ROOT': ['муч'], 'SUFF': ['ы', 'ў']}"
4,Belarussian,24,праўду,1,"{'ROOT': ['праўд'], 'END': ['у']}"
4,Belarussian,25,халоднай,0.5,"{'ROOT': ['халод'], 'SUFF': ['н'], 'END': ['ай']}"
4,Belarussian,26,кахання,0,"{'ROOT': ['ках'], 'SUFF': ['анн'], 'END': ['я']}"
4,Belarussian,27,пястошчаў,0,"{'ROOT': ['пястошч'], 'END': ['аў']}"
4,Belarussian,28,раскошнага,1,"{'ROOT': ['раскош'], 'SUFF': ['н'], 'END': ['ага']}"
4,Belarussian,29,пытанне,0.5,"{'ROOT': ['пыт'], 'SUFF': ['анн'], 'END': ['е']}"
4,Belarussian,30,адчуццё,1,"{'PREF': ['ад'], 'ROOT': ['чуцц'], 'END': ['ё']}"
4,Belarussian,31,пропасць,1,{'ROOT': ['пропаcць']}
4,Belarussian,32,развітацца,0,"{'PREF': ['раз'], 'ROOT': ['вiт'], 'SUFF': ['а'], 'END': ['ць'], 'POSTFIX': ['ца']}"
4,Belarussian,33,раўнавагу,0.5,"{'ROOT': ['раўн', 'ваг'], 'LINK': ['а'], 'END': ['у']}"
4,Belarussian,34,кахае,0,"{'ROOT': ['каха'], 'END': ['е']}"
4,Belarussian,35,ведаў,0.5,"{'ROOT': ['вед'], 'SUFF': ['а', 'ў']}"
4,Belarussian,36,знайсці,1,"{'PREF': ['з'], 'ROOT': ['найс'], 'END': ['цi']}"
4,Belarussian,37,уявы,0.5,"{'ROOT': ['уяв'], 'END': ['ы']}"
4,Belarussian,38,прыгадваў,0.5,"{'PREF': ['пры'], 'ROOT': ['гад'], 'SUFF': ['ва', 'ў']}"
4,Belarussian,39,грудзях,1,"{'ROOT': ['грудз'], 'END': ['ях']}"
4,Belarussian,40,гарачка,0.5,"{'ROOT': ['гарач'], 'SUFF': ['к'], 'END': ['а']}"
4,Belarussian,41,кахаў,0,"{'ROOT': ['ках'], 'SUFF': ['а', 'ў']}"
4,Belarussian,42,кахала,0,"{'ROOT': ['ках'], 'SUFF': ['а', 'л'], 'END': ['а']}"
4,Belarussian,43,жаль,0.5,{'ROOT': ['жаль']}
5,Belarussian,0,ўваччу,0.5,"{'PREF': ['ў'], 'ROOT': ['вачч'], 'SUFF': ['у']}"
5,Belarussian,1,пот,0.5,{'ROOT': ['пот']}
5,Belarussian,2,вырваць,1,"{'PREF': ['вы'], 'ROOT': ['рв'], 'SUFF': ['а'], 'END': ['ць']}"
5,Belarussian,3,жыцці,1,"{'ROOT': ['жы'], 'SUFF': ['цц'], 'END': ['i']}"
5,Belarussian,4,пакахаў,0,"{'PREF': ['па'], 'ROOT': ['ках'], 'SUFF': ['а', 'ў']}"
5,Belarussian,5,памяци,1,"{'ROOT': ['памяц'], 'END': ['i']}"
5,Belarussian,6,жыццё,1,"{'ROOT': ['жы'], 'SUFF': ['цц'], 'END': ['ё']}"
5,Belarussian,7,слова,1,"{'ROOT': ['слов'], 'END': ['а']}"
5,Belarussian,8,вадаліве,0,"{'ROOT': ['вад', 'лiв'], 'LINK': ['а'], 'END': ['е']}"
5,Belarussian,9,жаданай,0.5,"{'ROOT': ['жада'], 'SUFF': ['н'], 'END': ['ай']}"
5,Belarussian,10,бостваў,0.5,"{'ROOT': ['боств'], 'END': ['аў']}"
5,Belarussian,11,падумаў,1,"{'PREF': ['па'], 'ROOT': ['дум'], 'SUFF': ['а', 'ў']}"
5,Belarussian,12,крывёй,1,"{'ROOT': ['крыв'], 'END': ['ёй']}"
5,Belarussian,13,жыццём,1,"{'ROOT': ['жы'], 'SUFF': ['цц'], 'END': ['ём']}"
5,Belarussian,14,пакутны,0,"{'ROOT': ['пакут'], 'SUFF': ['н'], 'END': ['ы']}"
5,Belarussian,15,сцены,1,"{'ROOT': ['сцен'], 'END': ['ы']}"
5,Belarussian,16,жыць,1,"{'ROOT': ['жы'], 'END': ['ць']}"
5,Belarussian,17,памерці,1,"{'PREF': ['па'], 'ROOT': ['мер'], 'END': ['цi']}"
5,Belarussian,18,польгу,0,"{'ROOT': ['польг'], 'END': ['у']}"
5,Belarussian,19,вазаў,0.5,"{'ROOT': ['ваз'], 'END': ['аў']}"
5,Belarussian,20,дамавымі,1,"{'ROOT': ['дам'], 'SUFF': ['ав'], 'END': ['ымi']}"
5,Belarussian,21,жыць,1,"{'ROOT': ['жы'], 'END': ['ць']}"
5,Belarussian,22,ночы,1,"{'ROOT': ['ноч'], 'END': ['ы']}"
5,Belarussian,23,змяніўшы,0,"{'PREF': ['з'], 'ROOT': ['мян'], 'SUFF': ['i', 'ўшы']}"
5,Belarussian,24,загадаў,0.5,"{'PREF': ['за'], 'ROOT': ['гад'], 'SUFF': ['а', 'ў']}"
5,Belarussian,25,дарозе,1,"{'ROOT': ['дароз'], 'END': ['е']}"
5,Belarussian,26,зброі,0,"{'ROOT': ['збро'], 'END': ['i']}"
5,Belarussian,27,зброі,0,"{'ROOT': ['збро'], 'END': ['i']}"
5,Belarussian,28,думкай,0.5,"{'ROOT': ['дум'], 'SUFF': ['к'], 'END': ['ай']}"
5,Belarussian,29,пабачыцца,0,"{'PREF': ['па'], 'ROOT': ['бач'], 'SUFF': ['ы'], 'END': ['ць'], 'POSTFIX': ['ца']}"
5,Belarussian,30,праўды,1,"{'ROOT': ['праўд'], 'END': ['ы']}"
5,Belarussian,31,надзея,1,"{'ROOT': ['надзе'], 'END': ['я']}"
5,Belarussian,32,думкі,0.5,"{'ROOT': ['дум'], 'SUFF': ['к'], 'END': ['i']}"
5,Belarussian,33,аддасць,0.5,"{'PREF': ['ад'], 'ROOT': ['д'], 'END': ['асць']}"
5,Belarussian,34,здагадку,0.5,"{'PREF': ['з'], 'ROOT': ['дагад'], 'SUFF': ['к'], 'END': ['у']}"
5,Belarussian,35,учора,1,{'ROOT': ['учора']}
5,Belarussian,36,пабачыць,0,"{'PREF': ['па'], 'ROOT': ['бач'], 'SUFF': ['ы'], 'END': ['ць']}"
6,Belarussian,0,твары,0,"{'ROOT': ['твар'], 'END': ['ы']}"
6,Belarussian,1,вечар,1,{'ROOT': ['вечар']}
6,Belarussian,2,пачарнела,1,"{'PREF': ['па'], 'ROOT': ['чарн'], 'SUFF': ['е', 'л'], 'END': ['а']}"
6,Belarussian,3,вясла,1,"{'ROOT': ['вясл'], 'END': ['а']}"
6,Belarussian,4,гараджаначкi,1,"{'ROOT': ['гарадж'], 'SUFF': ['ан', 'ач', 'к'], 'END': ['i']}"
6,Belarussian,5,лавачках,0.5,"{'ROOT': ['лавачк'], 'END': ['ах']}"
6,Belarussian,6,публiка,1,"{'ROOT': ['публiк'], 'END': ['а']}"
6,Belarussian,7,квадрата,1,"{'ROOT': ['квадрат'], 'END': ['а']}"
6,Belarussian,8,поўня,0,"{'ROOT': ['поўн'], 'END': ['я']}"
6,Belarussian,9,залатая,1,"{'ROOT': ['залат'], 'END': ['ая']}"
6,Belarussian,10,заўважыў,0,"{'PREF': ['заў'], 'ROOT': ['важ'], 'SUFF': ['ы', 'ў']}"
6,Belarussian,11,расказ,1,"{'PREF': ['рас'], 'ROOT': ['каз']}"
6,Belarussian,12,вечар,1,{'ROOT': ['вечар']}
6,Belarussian,13,расказваў,1,"{'PREF': ['рас'], 'ROOT': ['каз'], 'SUFF': ['ва', 'ў']}"
6,Belarussian,14,расказваў,1,"{'PREF': ['рас'], 'ROOT': ['каз'], 'SUFF': ['ва', 'ў']}"
6,Belarussian,15,твар,0,{'ROOT': ['твар']}
6,Belarussian,16,апавядання,0.5,"{'PREF': ['а'], 'ROOT': ['павяд'], 'SUFF': ['анн'], 'END': ['я']}"
6,Belarussian,17,апавяданнямi,0.5,"{'PREF': ['а'], 'ROOT': ['павяд'], 'SUFF': ['анн'], 'END': ['ямi']}"
6,Belarussian,18,адазваўся,1,"{'PREF': ['ада'], 'ROOT': ['зв'], 'SUFF': ['а', 'ў'], 'POSTFIX': ['ся']}"
6,Belarussian,19,напiсана,1,"{'PREF': ['на'], 'ROOT': ['пiс'], 'SUFF': ['а', 'н'], 'END': ['а']}"
6,Belarussian,20,крынiцу,0,"{'ROOT': ['крынiц'], 'END': ['у']}"
6,Belarussian,21,асекся,1,"{'PREF': ['а'], 'ROOT': ['сек'], 'POSTFIX': ['ся']}"
6,Belarussian,22,iшоў,1,"{'ROOT': ['iш'], 'SUFF': ['о', 'ў']}"
6,Belarussian,23,пацвердзiць,1,"{'PREF': ['па'], 'ROOT': ['цвердз'], 'SUFF': ['i'], 'END': ['ць']}"
6,Belarussian,24,расказалi,1,"{'PREF': ['рас'], 'ROOT': ['каз'], 'SUFF': ['а', 'л'], 'END': ['i']}"
6,Belarussian,25,пацвердзiць,1,"{'PREF': ['па'], 'ROOT': ['цвердз'], 'SUFF': ['i'], 'END': ['ць']}"
6,Belarussian,26,ломанай,1,"{'ROOT': ['лом'], 'SUFF': ['ан'], 'END': ['ай']}"
6,Belarussian,27,паклiкаў,0.5,"{'PREF': ['па'], 'ROOT': ['клiк'], 'SUFF': ['а', 'ў']}"
6,Belarussian,28,нахiлiлiся,0.5,"{'PREF': ['на'], 'ROOT': ['хiл'], 'SUFF': ['i', 'л', 'i'], 'POSTFIX': ['ся']}"
6,Belarussian,29,з'яўляўся,1,"{'PREF': ['з'], 'ROOT': ['яўл'], 'SUFF': ['я', 'ў'], 'POSTFIX': ['ся']}"
6,Belarussian,30,загаварыў,1,"{'PREF': ['за'], 'ROOT': ['гавар'], 'SUFF': ['ы', 'ў']}"
6,Belarussian,31,прысутнiчаў,1,"{'PREF': ['пры'], 'ROOT': ['сут'], 'SUFF': ['нiч', 'а', 'ў']}"
6,Belarussian,32,балконе,1,"{'ROOT': ['балкон'], 'END': ['е']}"
6,Belarussian,33,таемна,1,"{'ROOT': ['таем'], 'SUFF': ['н'], 'END': ['а']}"
6,Belarussian,34,сакрэт,1,{'ROOT': ['сакрэт']}
