test_id,lang_name,answer_no,answer,cognate,morphemic_parse
2,Slovak,10,uvažoval,0,"{'PREF': ['u'], 'ROOT': ['važ'], 'SUFF': ['ova', 'l']}"
2,Slovak,11,lákala,0.5,"{'ROOT': ['lák'], 'SUFF': ['a', 'l'], 'END': ['a']}"
2,Slovak,12,zložité,0.5,"{'ROOT': ['zložit'], 'END': ['é']}"
2,Slovak,13,držia,1,"{'ROOT': ['drž'], 'END': ['ia']}"
2,Slovak,14,dnešný,1,"{'ROOT': ['dneš'], 'SUFF': ['n'], 'END': ['ý']}"
2,Slovak,15,včerajšieho,1,"{'ROOT': ['včera'], 'SUFF': ['jš'], 'END': ['ieho']}"
2,Slovak,16,pochybný,0,"{'PREF': ['po'], 'ROOT': ['chyb'], 'SUFF': ['n'], 'END': ['ý']}"
2,Slovak,17,šialenec,0.5,"{'ROOT': ['šial'], 'SUFF': ['en', 'ec']}"
2,Slovak,18,porozprávať,0,"{'PREF': ['po'], 'ROOT': ['rozpráv'], 'SUFF': ['a'], 'END': ['ť']}"
2,Slovak,19,včerajšie,1,"{'ROOT': ['včera'], 'SUFF': ['jš'], 'END': ['ie']}"
2,Slovak,20,pokrútene,0.5,"{'PREF': ['po'], 'ROOT': ['krút'], 'SUFF': ['en'], 'END': ['e']}"
2,Slovak,21,uzavrieť,0,"{'PREF': ['u'], 'ROOT': ['zavr'], 'SUFF': ['ie'], 'END': ['ť']}"
2,Slovak,22,dosiahnuť,0.5,"{'PREF': ['do'], 'ROOT': ['siah'], 'SUFF': ['nu'], 'END': ['ť']}"
2,Slovak,23,otázok,0,"{'ROOT': ['otáz'], 'SUFF': ['ok']}"
2,Slovak,24,vyspovedali,0.5,"{'PREF': ['vy', 's'], 'ROOT': ['poved'], 'SUFF': ['a', 'l'], 'END': ['i']}"
2,Slovak,25,živote,1,"{'ROOT': ['živ'], 'SUFF': ['ot'], 'END': ['e']}"
2,Slovak,26,stránku,1,"{'ROOT': ['strán'], 'SUFF': ['k'], 'END': ['u']}"
2,Slovak,27,príbuzných,0.5,"{'PREF': ['prí'], 'ROOT': ['buz'], 'SUFF': ['n'], 'END': ['ých']}"
2,Slovak,28,umrel,1,"{'PREF': ['u'], 'ROOT': ['mr'], 'SUFF': ['e', 'l']}"
2,Slovak,29,nepil,1,"{'PREF': ['ne'], 'ROOT': ['pi'], 'SUFF': ['l']}"
2,Slovak,30,včerajšej,1,"{'ROOT': ['včera'], 'SUFF': ['jš'], 'END': ['ej']}"
2,Slovak,31,nečudovali,0.5,"{'PREF': ['ne'], 'ROOT': ['čud'], 'SUFF': ['ova', 'l'], 'END': ['i']}"
2,Slovak,32,prepustila,0.5,"{'PREF': ['pre'], 'ROOT': ['pust'], 'SUFF': ['i', 'l'], 'END': ['a']}"
2,Slovak,33,pulz,1,{'ROOT': ['pulz']}
2,Slovak,34,očí,0.5,"{'ROOT': ['oč'], 'END': ['í']}"
2,Slovak,35,pomoc,1,{'ROOT': ['pomoc']}
2,Slovak,36,chrbta,0.5,"{'ROOT': ['chrbt'], 'END': ['a']}"
2,Slovak,37,koži,1,"{'ROOT': ['kož'], 'END': ['i']}"
2,Slovak,38,nadskakovali,0.5,"{'PREF': ['nad'], 'ROOT': ['skak'], 'SUFF': ['ova', 'l'], 'END': ['i']}"
2,Slovak,39,gumené,0,"{'ROOT': ['gum'], 'SUFF': ['en'], 'END': ['é']}"
3,Slovak,0,modlitba,1,"{'ROOT': ['modl'], 'SUFF': ['i', 'tb'], 'END': ['a']}"
3,Slovak,1,boha,1,"{'ROOT': ['boh'], 'END': ['a']}"
3,Slovak,2,milosrdenstvo,1,"{'ROOT': ['mil', 'srd'], 'LINK': ['o'], 'SUFF': ['en', 'stv'], 'END': ['o']}"
3,Slovak,3,hrozby,1,"{'ROOT': ['hroz'], 'SUFF': ['b'], 'END': ['y']}"
3,Slovak,4,ležiace,1,"{'ROOT': ['lež'], 'SUFF': ['iac'], 'END': ['e']}"
3,Slovak,5,onedlho,0,"{'PREF': ['o', 'ne'], 'ROOT': ['dlh'], 'SUFF': ['o']}"
3,Slovak,6,mestom,0.5,"{'ROOT': ['mest'], 'END': ['om']}"
3,Slovak,7,ruch,0,{'ROOT': ['ruch']}
3,Slovak,8,stĺpmi,0.5,"{'ROOT': ['stĺp'], 'END': ['mi']}"
3,Slovak,9,ochranu,0.5,"{'PREF': ['o'], 'ROOT': ['chran'], 'END': ['u']}"
3,Slovak,10,hrnuli,0.5,"{'ROOT': ['hr'], 'SUFF': ['nu', 'l'], 'END': ['i']}"
3,Slovak,11,cestičkami,0,"{'ROOT': ['cest'], 'SUFF': ['ič', 'k'], 'END': ['ami']}"
3,Slovak,12,skupinky,0.5,"{'ROOT': ['skupin'], 'SUFF': ['k'], 'END': ['y']}"
3,Slovak,13,mesta,0.5,"{'ROOT': ['mest'], 'END': ['a']}"
3,Slovak,14,mesto,0.5,"{'ROOT': ['mest'], 'END': ['o']}"
3,Slovak,15,doliehali,0,"{'PREF': ['do'], 'ROOT': ['lieh'], 'SUFF': ['a', 'l'], 'END': ['i']}"
3,Slovak,16,mesto,0.5,"{'ROOT': ['mest'], 'END': ['o']}"
3,Slovak,17,bohovia,1,"{'ROOT': ['boh'], 'END': ['ovia']}"
3,Slovak,18,pevnou,0,"{'ROOT': ['pevn'], 'END': ['ou']}"
3,Slovak,19,hostincom,0.5,"{'ROOT': ['host'], 'SUFF': ['inc'], 'END': ['om']}"
3,Slovak,20,pánov,0.5,"{'ROOT': ['pán'], 'END': ['ov']}"
3,Slovak,21,rozkaz,1,"{'PREF': ['roz'], 'ROOT': ['kaz']}"
3,Slovak,22,jazdecký,0.5,"{'ROOT': ['jazd'], 'SUFF': ['ec', 'k'], 'END': ['ý']}"
3,Slovak,23,leteli,0.5,"{'ROOT': ['let'], 'SUFF': ['e', 'l'], 'END': ['i']}"
3,Slovak,24,mesta,0.5,"{'ROOT': ['mest'], 'END': ['a']}"
3,Slovak,25,vyzvedal,0.5,"{'PREF': ['vy'], 'ROOT': ['zved'], 'SUFF': ['a', 'l']}"
3,Slovak,26,mesta,0.5,"{'ROOT': ['mest'], 'END': ['a']}"
3,Slovak,27,pane,0.5,"{'ROOT': ['pan'], 'END': ['e']}"
3,Slovak,28,veľkom,0.5,"{'ROOT': ['veľk'], 'END': ['om']}"
3,Slovak,29,mesta,0.5,"{'ROOT': ['mest'], 'END': ['a']}"
3,Slovak,30,oheň,0.5,{'ROOT': ['oheň']}
3,Slovak,31,nové,1,"{'ROOT': ['nov'], 'END': ['é']}"
3,Slovak,32,dymu,1,"{'ROOT': ['dym'], 'END': ['u']}"
3,Slovak,33,priviedli,1,"{'PREF': ['pri'], 'ROOT': ['vied'], 'SUFF': ['l'], 'END': ['i']}"
3,Slovak,34,vyskočil,1,"{'PREF': ['vy'], 'ROOT': ['skoč'], 'SUFF': ['i', 'l']}"
4,Slovak,0,neukazoval,0.5,"{'PREF': ['ne'], 'ROOT': ['ukaz'], 'SUFF': ['ova', 'l']}"
4,Slovak,1,myslieť,0.5,"{'ROOT': ['mysl'], 'SUFF': ['ie'], 'END': ['ť']}"
4,Slovak,2,pokojne,0.5,"{'ROOT': ['pokoj'], 'SUFF': ['n'], 'END': ['e']}"
4,Slovak,3,provaha,0,"{'ROOT': ['provah'], 'END': ['a']}"
4,Slovak,4,rozumu,1,"{'PREF': ['roz'], 'ROOT': ['um'], 'END': ['u']}"
4,Slovak,5,mestských,0.5,"{'ROOT': ['mest'], 'SUFF': ['sk'], 'END': ['ých']}"
4,Slovak,6,otroka,0,"{'ROOT': ['otrok'], 'END': ['a']}"
4,Slovak,7,skúsení,0.5,"{'ROOT': ['skús'], 'SUFF': ['en'], 'END': ['í']}"
4,Slovak,8,nešikovnejší,0,"{'PREF': ['ne'], 'ROOT': ['šikovn'], 'SUFF': ['ejš'], 'END': ['í']}"
4,Slovak,9,lásky,0.5,"{'ROOT': ['lásk'], 'END': ['y']}"
4,Slovak,10,chce,0.5,"{'ROOT': ['chc'], 'END': ['e']}"
4,Slovak,11,najmladších,0.5,"{'PREF': ['naj'], 'ROOT': ['mlad'], 'SUFF': ['š'], 'END': ['ích']}"
4,Slovak,12,nechápe,0,"{'PREF': ['ne'], 'ROOT': ['cháp'], 'END': ['e']}"
4,Slovak,13,zrieknuť,0.5,"{'ROOT': ['zriek'], 'SUFF': ['nu'], 'END': ['ť']}"
4,Slovak,14,vojenská,1,"{'ROOT': ['voj'], 'SUFF': ['en', 'sk'], 'END': ['á']}"
4,Slovak,15,svojvôľu,1,"{'ROOT': ['svoj', 'vôľ'], 'END': ['u']}"
4,Slovak,16,rozkaz,1,"{'PREF': ['roz'], 'ROOT': ['kaz']}"
4,Slovak,17,pobyt,1,"{'PREF': ['po'], 'ROOT': ['byt']}"
4,Slovak,18,poslúchať,0.5,"{'PREF': ['po'], 'ROOT': ['slúch'], 'SUFF': ['a'], 'END': ['ť']}"
4,Slovak,19,neobmedzené,0,"{'PREF': ['ne', 'ob'], 'ROOT': ['medz'], 'SUFF': ['en'], 'END': ['é']}"
4,Slovak,20,zrarená,0.5,"{'ROOT': ['zraren'], 'END': ['á']}"
4,Slovak,21,úteku,0.5,"{'ROOT': ['útek'], 'END': ['u']}"
4,Slovak,22,záhada,1,"{'PREF': ['zá'], 'ROOT': ['had'], 'END': ['a']}"
4,Slovak,23,sužovalo,0,"{'ROOT': ['suž'], 'SUFF': ['ova', 'l'], 'END': ['o']}"
4,Slovak,24,pravdu,1,"{'ROOT': ['pravd'], 'END': ['u']}"
4,Slovak,25,ľahostajný,0,"{'ROOT': ['ľahost'], 'SUFF': ['ajn'], 'END': ['ý']}"
4,Slovak,26,láskou,0.5,"{'ROOT': ['lásk'], 'END': ['ou']}"
4,Slovak,27,objatím,0,"{'ROOT': ['objat'], 'END': ['ím']}"
4,Slovak,28,nádhernom,0,"{'ROOT': ['nádher'], 'SUFF': ['n'], 'END': ['om']}"
4,Slovak,29,otázku,0,"{'ROOT': ['otáz'], 'SUFF': ['k'], 'END': ['u']}"
4,Slovak,30,pocit,1,"{'PREF': ['po'], 'ROOT': ['cit']}"
4,Slovak,31,priepasť,1,"{'PREF': ['prie'], 'ROOT': ['pasť']}"
4,Slovak,32,stratiť,0.5,"{'ROOT': ['strat'], 'SUFF': ['i'], 'END': ['ť']}"
4,Slovak,33,rozvahy,0,"{'PREF': ['roz'], 'ROOT': ['vah'], 'END': ['y']}"
4,Slovak,34,ľúbi,1,"{'ROOT': ['ľúb'], 'END': ['i']}"
4,Slovak,35,cítil,0,"{'ROOT': ['cít'], 'SUFF': ['i', 'l']}"
4,Slovak,36,nájsť,1,"{'ROOT': ['nájs'], 'END': ['ť']}"
4,Slovak,37,predstavách,0.5,"{'PREF': ['pred'], 'ROOT': ['stav'], 'END': ['ách']}"
4,Slovak,38,pripomínal,1,"{'PREF': ['pri'], 'ROOT': ['pomín'], 'SUFF': ['a', 'l']}"
4,Slovak,39,náručí,0,"{'ROOT': ['náruč'], 'END': ['í']}"
4,Slovak,40,plamene,1,"{'ROOT': ['plamen'], 'END': ['e']}"
4,Slovak,41,miloval,0.5,"{'ROOT': ['mil'], 'SUFF': ['ova', 'l']}"
4,Slovak,42,milovala,0.5,"{'ROOT': ['mil'], 'SUFF': ['ova', 'l'], 'END': ['a']}"
4,Slovak,43,žiaľ,0.5,{'ROOT': ['žiaľ']}
5,Slovak,0,očami,0.5,"{'ROOT': ['oč'], 'END': ['ami']}"
5,Slovak,1,pot,0.5,{'ROOT': ['pot']}
5,Slovak,2,vytrhnúť,0.5,"{'PREF': ['vy'], 'ROOT': ['trh'], 'SUFF': ['nú'], 'END': ['ť']}"
5,Slovak,3,živote,1,"{'ROOT': ['živ'], 'SUFF': ['ot'], 'END': ['e']}"
5,Slovak,4,zaľúbil,1,"{'PREF': ['za'], 'ROOT': ['ľúb'], 'SUFF': ['i', 'l']}"
5,Slovak,5,mysľou,0.5,"{'ROOT': ['mysľ'], 'END': ['ou']}"
5,Slovak,6,život,1,"{'ROOT': ['živ'], 'SUFF': ['ot']}"
5,Slovak,7,slovo,1,"{'ROOT': ['slov'], 'END': ['o']}"
5,Slovak,8,fontáne,1,"{'ROOT': ['fontán'], 'END': ['e']}"
5,Slovak,9,priťažlivejša,0,"{'PREF': ['pri'], 'ROOT': ['ťaž'], 'SUFF': ['liv', 'ejš'], 'END': ['a']}"
5,Slovak,10,božstvami,0.5,"{'ROOT': ['bož'], 'SUFF': ['stv'], 'END': ['ami']}"
5,Slovak,11,pomyslel,0.5,"{'PREF': ['po'], 'ROOT': ['mysl'], 'SUFF': ['e', 'l']}"
5,Slovak,12,krvou,1,"{'ROOT': ['krv'], 'END': ['ou']}"
5,Slovak,13,životom,1,"{'ROOT': ['živ'], 'SUFF': ['ot'], 'END': ['om']}"
5,Slovak,14,ukrutná,0.5,"{'PREF': ['u'], 'ROOT': ['krut'], 'SUFF': ['n'], 'END': ['á']}"
5,Slovak,15,steny,1,"{'ROOT': ['sten'], 'END': ['y']}"
5,Slovak,16,žiť,1,"{'ROOT': ['ži'], 'END': ['ť']}"
5,Slovak,17,umrieť,1,"{'PREF': ['u'], 'ROOT': ['mr'], 'SUFF': ['ie'], 'END': ['ť']}"
5,Slovak,18,úľavu,0,"{'ROOT': ['úľav'], 'END': ['u']}"
5,Slovak,19,váz,0.5,{'ROOT': ['váz']}
5,Slovak,20,domácnim,1,"{'ROOT': ['dom'], 'SUFF': ['á', 'cn'], 'END': ['im']}"
5,Slovak,21,žiť,1,"{'ROOT': ['ži'], 'END': ['ť']}"
5,Slovak,22,noci,1,"{'ROOT': ['noc'], 'END': ['i']}"
5,Slovak,23,vzdal,0,"{'PREF': ['vz'], 'ROOT': ['da'], 'SUFF': ['l']}"
5,Slovak,24,dal,0,"{'ROOT': ['da'], 'SUFF': ['l']}"
5,Slovak,25,cestou,0,"{'ROOT': ['cest'], 'END': ['ou']}"
5,Slovak,26,zbraň,0,{'ROOT': ['zbraň']}
5,Slovak,27,zbraň,0,{'ROOT': ['zbraň']}
5,Slovak,28,myšlienkou,1,"{'ROOT': ['myšl'], 'SUFF': ['ienk'], 'END': ['ou']}"
5,Slovak,29,stretnúť,1,"{'ROOT': ['stret'], 'SUFF': ['nú'], 'END': ['ť']}"
5,Slovak,30,pravdu,1,"{'ROOT': ['pravd'], 'END': ['u']}"
5,Slovak,31,nádej,1,{'ROOT': ['nádej']}
5,Slovak,32,myšlienke,1,"{'ROOT': ['myšl'], 'SUFF': ['ienk'], 'END': ['e']}"
5,Slovak,33,vráti,1,"{'ROOT': ['vrát'], 'END': ['i']}"
5,Slovak,34,možnosť,0.5,"{'ROOT': ['mož'], 'SUFF': ['n', 'osť']}"
5,Slovak,35,včera,1,{'ROOT': ['včera']}
5,Slovak,36,navštíviť,0.5,"{'PREF': ['na'], 'ROOT': ['vštív'], 'SUFF': ['i'], 'END': ['ť']}"
