test_id,lang_name,answer_no,answer,cognate,morphemic_parse
1,Polish,39,trąbka,1,"{'ROOT': ['trąb'], 'SUFF': ['k'], 'END': ['a']}"
1,Polish,40,krzywiąc,0.5,"{'ROOT': ['krzyw'], 'SUFF': ['iąc']}"
1,Polish,41,ruszył,0,"{'ROOT': ['rusz'], 'SUFF': ['y', 'ł']}"
1,Polish,42,szli,0.5,"{'ROOT': ['sz'], 'SUFF': ['ł'], 'END': ['i']}"
2,Polish,0,pustym,1,"{'ROOT': ['pust'], 'END': ['ym']}"
2,Polish,1,korytarzem,1,"{'ROOT': ['korytarz'], 'END': ['em']}"
2,Polish,2,budynku,0,"{'ROOT': ['budynk'], 'END': ['u']}"
2,Polish,3,przeszklone,1,"{'PREF': ['prze'], 'ROOT': ['szkł'], 'SUFF': ['on'], 'END': ['e']}"
2,Polish,4,narzędzi,0,"{'ROOT': ['narzędz'], 'END': ['i']}"
2,Polish,5,fotele,0,"{'ROOT': ['fotel'], 'END': ['e']}"
2,Polish,6,kloszach,0,"{'ROOT': ['klosz'], 'END': ['ach']}"
2,Polish,7,przewody,1,"{'PREF': ['prze'], 'ROOT': ['wod'], 'END': ['y']}"
2,Polish,8,zabrały,0.5,"{'PREF': ['za'], 'ROOT': ['bra'], 'SUFF': ['ł'], 'END': ['y']}"
2,Polish,9,stoliku,1,"{'ROOT': ['stol'], 'SUFF': ['ik'], 'END': ['u']}"
2,Polish,10,rozmyślać,0.5,"{'PREF': ['roz'], 'ROOT': ['myśl'], 'SUFF': ['a'], 'END': ['ć']}"
2,Polish,11,nęcąca,0,"{'ROOT': ['nęć'], 'SUFF': ['ąc'], 'END': ['a']}"
2,Polish,12,wymyślne,1,"{'PREF': ['wy'], 'ROOT': ['myśl'], 'SUFF': ['n'], 'END': ['e']}"
2,Polish,13,siedzi,0.5,"{'ROOT': ['siedz'], 'END': ['i']}"
2,Polish,14,dzisiejszy,1,"{'ROOT': ['dzis'], 'SUFF': ['iejsz'], 'END': ['y']}"
2,Polish,15,wczorajszego,1,"{'ROOT': ['wczoraj'], 'SUFF': ['sz'], 'END': ['ego']}"
2,Polish,16,najlepsze,0,"{'PREF': ['naj'], 'ROOT': ['lepsz'], 'END': ['e']}"
2,Polish,17,furiatem,0,"{'ROOT': ['furiat'], 'END': ['em']}"
2,Polish,18,opowiadać,1,"{'PREF': ['o', 'po'], 'ROOT': ['wiad'], 'SUFF': ['a'], 'END': ['ć']}"
2,Polish,19,wczorajsze,1,"{'ROOT': ['wczoraj'], 'SUFF': ['sz'], 'END': ['e']}"
2,Polish,20,opacznie,0,"{'ROOT': ['opacz'], 'SUFF': ['n', 'ie']}"
2,Polish,21,zamknąć,1,"{'PREF': ['za'], 'ROOT': ['mk'], 'SUFF': ['ną'], 'END': ['ć']}"
2,Polish,22,zrealizować,0.5,"{'PREF': ['z'], 'ROOT': ['real'], 'SUFF': ['iz', 'owa'], 'END': ['ć']}"
2,Polish,23,pytań,0.5,"{'ROOT': ['pyt'], 'SUFF': ['ań']}"
2,Polish,24,wypytywano,0.5,"{'PREF': ['wy'], 'ROOT': ['pyt'], 'SUFF': ['ywa', 'n'], 'END': ['o']}"
2,Polish,25,życia,1,"{'ROOT': ['ży'], 'SUFF': ['c'], 'END': ['ia']}"
2,Polish,26,stronicę,1,"{'ROOT': ['stron'], 'SUFF': ['ic'], 'END': ['ę']}"
2,Polish,27,krewnych,0.5,"{'ROOT': ['krew'], 'SUFF': ['n'], 'END': ['ych']}"
2,Polish,28,umarł,1,"{'PREF': ['u'], 'ROOT': ['mar'], 'SUFF': ['ł']}"
2,Polish,29,pil,1,"{'ROOT': ['pi'], 'SUFF': ['ł']}"
2,Polish,30,wczoraj,1,{'ROOT': ['wczoraj']}
2,Polish,31,zdziwienia,1,"{'PREF': ['z'], 'ROOT': ['dziw'], 'SUFF': ['ien'], 'END': ['ia']}"
2,Polish,32,przekazała,0,"{'PREF': ['prze'], 'ROOT': ['kaz'], 'SUFF': ['a', 'ł'], 'END': ['a']}"
2,Polish,33,tętno,0,"{'ROOT': ['tętn'], 'END': ['o']}"
2,Polish,34,oczy,0.5,"{'ROOT': ['ocz'], 'END': ['y']}"
2,Polish,35,pomocą,1,"{'ROOT': ['pomoc'], 'END': ['ą']}"
2,Polish,36,plecy,0.5,"{'ROOT': ['plec'], 'END': ['y']}"
2,Polish,37,skórze,0.5,"{'ROOT': ['skórz'], 'END': ['e']}"
2,Polish,38,podrygiwały,0.5,"{'PREF': ['po'], 'ROOT': ['dryg'], 'SUFF': ['iwa', 'ł'], 'END': ['y']}"
2,Polish,39,gumowe,0,"{'ROOT': ['gum'], 'SUFF': ['ow'], 'END': ['e']}"
3,Polish,0,modlitwa,1,"{'ROOT': ['modl'], 'SUFF': ['i', 'tw'], 'END': ['a']}"
3,Polish,1,bóstwo,1,"{'ROOT': ['bó'], 'SUFF': ['stw'], 'END': ['o']}"
3,Polish,2,litości,0,"{'ROOT': ['litośc'], 'END': ['i']}"
3,Polish,3,groźby,1,"{'ROOT': ['groź'], 'SUFF': ['b'], 'END': ['y']}"
3,Polish,4,leżała,1,"{'ROOT': ['leż'], 'SUFF': ['a', 'ł'], 'END': ['a']}"
3,Polish,5,czasie,0.5,"{'ROOT': ['czas'], 'END': ['ie']}"
3,Polish,6,miastem,0.5,"{'ROOT': ['miast'], 'END': ['em']}"
3,Polish,7,ruch,0,{'ROOT': ['ruch']}
3,Polish,8,kolumnami,1,"{'ROOT': ['kolumn'], 'END': ['ami']}"
3,Polish,9,opiekę,0.5,"{'ROOT': ['opiek'], 'END': ['ę']}"
3,Polish,10,dążyły,0,"{'ROOT': ['dąż'], 'SUFF': ['y', 'ł'], 'END': ['y']}"
3,Polish,11,ścieżkami,0.5,"{'ROOT': ['ścieżk'], 'END': ['ami']}"
3,Polish,12,gromadki,0.5,"{'ROOT': ['gromad'], 'SUFF': ['k'], 'END': ['i']}"
3,Polish,13,miasta,0.5,"{'ROOT': ['miast'], 'END': ['a']}"
3,Polish,14,nie,0,{'ROOT': ['nie']}
3,Polish,15,otoczyły,0.5,"{'PREF': ['o'], 'ROOT': ['tocz'], 'SUFF': ['y', 'ł'], 'END': ['y']}"
3,Polish,16,miasto,0.5,"{'ROOT': ['miast'], 'END': ['o']}"
3,Polish,17,bogowie,1,"{'ROOT': ['bog'], 'END': ['owie']}"
3,Polish,18,silną,0.5,"{'ROOT': ['sil'], 'SUFF': ['n'], 'END': ['ą']}"
3,Polish,19,gospodą,0.5,"{'ROOT': ['gospod'], 'END': ['ą']}"
3,Polish,20,pana,0.5,"{'ROOT': ['pan'], 'END': ['a']}"
3,Polish,21,rozkaz,1,"{'PREF': ['roz'], 'ROOT': ['kaz']}"
3,Polish,22,konnych,1,"{'ROOT': ['kon'], 'SUFF': ['n'], 'END': ['ych']}"
3,Polish,23,jechali,0.5,"{'ROOT': ['jech'], 'SUFF': ['a', 'ł'], 'END': ['i']}"
3,Polish,24,miasta,0.5,"{'ROOT': ['miast'], 'END': ['a']}"
3,Polish,25,pytać,0.5,"{'ROOT': ['pyt'], 'SUFF': ['a'], 'END': ['ć']}"
3,Polish,26,miasta,0.5,"{'ROOT': ['miast'], 'END': ['a']}"
3,Polish,27,panie,0.5,"{'ROOT': ['pan'], 'END': ['ie']}"
3,Polish,28,wielkim,0.5,"{'ROOT': ['wielk'], 'END': ['im']}"
3,Polish,29,miasta,0.5,"{'ROOT': ['miast'], 'END': ['a']}"
3,Polish,30,płomień,1,{'ROOT': ['płomień']}
3,Polish,31,nowe,1,"{'ROOT': ['now'], 'END': ['e']}"
3,Polish,32,dymu,1,"{'ROOT': ['dym'], 'END': ['u']}"
3,Polish,33,podano,0.5,"{'PREF': ['po'], 'ROOT': ['da'], 'SUFF': ['n'], 'END': ['o']}"
3,Polish,34,skoczył,1,"{'ROOT': ['skocz'], 'SUFF': ['y', 'ł']}"
4,Polish,0,pokazywał,0.5,"{'PREF': ['po'], 'ROOT': ['kaz'], 'SUFF': ['ywa', 'ł']}"
4,Polish,1,sądzić,0.5,"{'ROOT': ['sądz'], 'SUFF': ['i'], 'END': ['ć']}"
4,Polish,2,powolne,0,"{'PREF': ['po'], 'ROOT': ['woln'], 'END': ['e']}"
4,Polish,3,krew,1,{'ROOT': ['krew']}
4,Polish,4,rozsądku,0.5,"{'PREF': ['roz'], 'ROOT': ['sąd'], 'SUFF': ['k'], 'END': ['u']}"
4,Polish,5,miasta,0.5,"{'ROOT': ['miast'], 'END': ['a']}"
4,Polish,6,niewolniczym,0.5,"{'PREF': ['nie'], 'ROOT': ['wol'], 'SUFF': ['nicz'], 'END': ['ym']}"
4,Polish,7,przebiegli,0,"{'PREF': ['prze'], 'ROOT': ['bieg'], 'SUFF': ['ł'], 'END': ['i']}"
4,Polish,8,zręcznymi,0,"{'PREF': ['z'], 'ROOT': ['ręcz'], 'SUFF': ['n'], 'END': ['ymi']}"
4,Polish,9,miłości,0.5,"{'ROOT': ['mił'], 'SUFF': ['ośc'], 'END': ['i']}"
4,Polish,10,chce,0.5,"{'ROOT': ['chc'], 'END': ['e']}"
4,Polish,11,najmłodszych,0.5,"{'PREF': ['naj'], 'ROOT': ['młod'], 'SUFF': ['sz'], 'END': ['ych']}"
4,Polish,12,rozumie,0.5,"{'ROOT': ['rozum'], 'END': ['ie']}"
4,Polish,13,wyrzec,0.5,"{'PREF': ['wy'], 'ROOT': ['rze'], 'END': ['c']}"
4,Polish,14,wojskowa,1,"{'ROOT': ['woj'], 'SUFF': ['sk', 'ow'], 'END': ['a']}"
4,Polish,15,samowolę,1,"{'ROOT': ['sam', 'wol'], 'LINK': ['o'], 'END': ['ę']}"
4,Polish,16,rozkaz,1,"{'PREF': ['roz'], 'ROOT': ['kaz']}"
4,Polish,17,pobyt,1,"{'PREF': ['po'], 'ROOT': ['byt']}"
4,Polish,18,posłuchu,0.5,"{'PREF': ['po'], 'ROOT': ['słuch'], 'END': ['u']}"
4,Polish,19,granic,0.5,{'ROOT': ['granic']}
4,Polish,20,krwawiła,0.5,"{'ROOT': ['krw'], 'SUFF': ['aw', 'i', 'ł'], 'END': ['a']}"
4,Polish,21,ucieczce,0.5,"{'PREF': ['u'], 'ROOT': ['ciecz'], 'SUFF': ['c'], 'END': ['e']}"
4,Polish,22,zagadka,1,"{'PREF': ['za'], 'ROOT': ['gad'], 'SUFF': ['k'], 'END': ['a']}"
4,Polish,23,męczył,0.5,"{'ROOT': ['męcz'], 'SUFF': ['y', 'ł']}"
4,Polish,24,prawdę,1,"{'ROOT': ['prawd'], 'END': ['ę']}"
4,Polish,25,obojętnym,0,"{'ROOT': ['ob', 'jęt'], 'LINK': ['o'], 'SUFF': ['n'], 'END': ['ym']}"
4,Polish,26,miłość,0.5,"{'ROOT': ['mił'], 'SUFF': ['ość']}"
4,Polish,27,pieszczoty,0,"{'ROOT': ['pieszcz'], 'SUFF': ['ot'], 'END': ['y']}"
4,Polish,28,rozkosznym,1,"{'ROOT': ['rozkosz'], 'SUFF': ['n'], 'END': ['ym']}"
4,Polish,29,pytanie,0.5,"{'ROOT': ['pyt'], 'SUFF': ['an'], 'END': ['ie']}"
4,Polish,30,poczucia,1,"{'PREF': ['po'], 'ROOT': ['czuc'], 'END': ['ia']}"
4,Polish,31,przepaść,1,"{'PREF': ['prze'], 'ROOT': ['paść']}"
4,Polish,32,stracić,0.5,"{'PREF': ['s'], 'ROOT': ['trac'], 'SUFF': ['i'], 'END': ['ć']}"
4,Polish,33,równowagi,0.5,"{'ROOT': ['równ', 'wag'], 'LINK': ['o'], 'END': ['i']}"
4,Polish,34,kocha,0,"{'ROOT': ['koch'], 'END': ['a']}"
4,Polish,35,rozumiał,0.5,"{'ROOT': ['rozum'], 'SUFF': ['ia', 'ł']}"
4,Polish,36,znaleźć,0,"{'PREF': ['z'], 'ROOT': ['naleź'], 'END': ['ć']}"
4,Polish,37,wyobraźni,1,"{'ROOT': ['wyobraź'], 'SUFF': ['n'], 'END': ['i']}"
4,Polish,38,przypominał,1,"{'PREF': ['przy'], 'ROOT': ['pomin'], 'SUFF': ['a', 'ł']}"
4,Polish,39,piersi,0.5,"{'ROOT': ['piers'], 'END': ['i']}"
4,Polish,40,płomień,1,{'ROOT': ['płomień']}
4,Polish,41,kochał,0,"{'ROOT': ['koch'], 'SUFF': ['a', 'ł']}"
4,Polish,42,kochany,0,"{'ROOT': ['koch'], 'SUFF': ['an'], 'END': ['y']}"
4,Polish,43,tkliwość,0,"{'ROOT': ['tkliw'], 'SUFF': ['ość']}"
5,Polish,0,oczach,0.5,"{'ROOT': ['ocz'], 'END': ['ach']}"
5,Polish,1,potu,0.5,"{'ROOT': ['pot'], 'END': ['u']}"
5,Polish,2,wyrwać,1,"{'PREF': ['wy'], 'ROOT': ['rw'], 'SUFF': ['a'], 'END': ['ć']}"
5,Polish,3,życiu,1,"{'ROOT': ['ży'], 'SUFF': ['c'], 'END': ['iu']}"
5,Polish,4,pokochał,0.5,"{'PREF': ['po'], 'ROOT': ['koch'], 'SUFF': ['a', 'ł']}"
5,Polish,5,pamięć,1,{'ROOT': ['pamięć']}
5,Polish,6,życie,1,"{'ROOT': ['ży'], 'SUFF': ['c'], 'END': ['ie']}"
5,Polish,7,słowo,1,"{'ROOT': ['słow'], 'END': ['o']}"
5,Polish,8,fontannie,1,"{'ROOT': ['fontann'], 'END': ['ie']}"
5,Polish,9,pożądańszą,0.5,"{'PREF': ['po'], 'ROOT': ['żąd'], 'SUFF': ['ań', 'sz'], 'END': ['ą']}"
5,Polish,10,bóstw,0.5,"{'ROOT': ['bó'], 'SUFF': ['stw']}"
5,Polish,11,pomyślał,0.5,"{'PREF': ['po'], 'ROOT': ['myśl'], 'SUFF': ['a', 'ł']}"
5,Polish,12,krwią,1,"{'ROOT': ['krw'], 'END': ['ią']}"
5,Polish,13,życiem,1,"{'ROOT': ['ży'], 'SUFF': ['c'], 'END': ['iem']}"
5,Polish,14,straszny,0.5,"{'ROOT': ['strasz'], 'SUFF': ['n'], 'END': ['y']}"
5,Polish,15,ściany,1,"{'ROOT': ['ścian'], 'END': ['y']}"
5,Polish,16,żyć,1,"{'ROOT': ['ży'], 'END': ['ć']}"
5,Polish,17,umrzeć,1,"{'PREF': ['u'], 'ROOT': ['mrz'], 'SUFF': ['e'], 'END': ['ć']}"
5,Polish,18,ulgę,0,"{'ROOT': ['ulg'], 'END': ['ę']}"
5,Polish,19,waz,0.5,{'ROOT': ['waz']}
5,Polish,20,domowym,1,"{'ROOT': ['dom'], 'SUFF': ['ow'], 'END': ['ym']}"
5,Polish,21,żyć,1,"{'ROOT': ['ży'], 'END': ['ć']}"
5,Polish,22,noce,1,"{'ROOT': ['noc'], 'END': ['e']}"
5,Polish,23,zaniechawszy,0,"{'PREF': ['za'], 'ROOT': ['niech'], 'SUFF': ['a', 'wsz'], 'END': ['y']}"
5,Polish,24,kazał,1,"{'ROOT': ['kaz'], 'SUFF': ['a', 'ł']}"
5,Polish,25,drodze,1,"{'ROOT': ['drodz'], 'END': ['e']}"
5,Polish,26,broni,0,"{'ROOT': ['bron'], 'END': ['i']}"
5,Polish,27,broni,0,"{'ROOT': ['bron'], 'END': ['i']}"
5,Polish,28,myślą,1,"{'ROOT': ['myśl'], 'END': ['ą']}"
5,Polish,29,zobaczyć,0,"{'PREF': ['z'], 'ROOT': ['obacz'], 'SUFF': ['y'], 'END': ['ć']}"
5,Polish,30,prawdy,1,"{'ROOT': ['prawd'], 'END': ['y']}"
5,Polish,31,nadzieja,1,"{'ROOT': ['nadziej'], 'END': ['a']}"
5,Polish,32,myśl,1,{'ROOT': ['myśl']}
5,Polish,33,wróci,1,"{'ROOT': ['wróc'], 'END': ['i']}"
5,Polish,34,przypuszczenie,0.5,"{'PREF': ['przy'], 'ROOT': ['puszcz'], 'SUFF': ['en'], 'END': ['ie']}"
5,Polish,35,wczoraj,1,{'ROOT': ['wczoraj']}
5,Polish,36,zobaczyć,0,"{'PREF': ['z'], 'ROOT': ['obacz'], 'SUFF': ['y'], 'END': ['ć']}"
6,Polish,0,twarzy,0,"{'ROOT': ['twarz'], 'END': ['y']}"
6,Polish,1,wieczór,1,{'ROOT': ['wieczór']}
6,Polish,2,czarnej,1,"{'ROOT': ['czarn'], 'END': ['ej']}"
6,Polish,3,wioseł,1,{'ROOT': ['wioseł']}
6,Polish,4,obywatelki,0.5,"{'ROOT': ['obywatel'], 'SUFF': ['k'], 'END': ['i']}"
6,Polish,5,ławkach,0.5,"{'ROOT': ['ławk'], 'END': ['ach']}"
6,Polish,6,publiczność,1,"{'ROOT': ['publicz'], 'SUFF': ['n', 'ość']}"
6,Polish,7,kwadratu,1,"{'ROOT': ['kwadrat'], 'END': ['u']}"
6,Polish,8,księżyc,0,"{'ROOT': ['księżyc'], 'SUFF': ['yc']}"
6,Polish,9,złoty,1,"{'ROOT': ['złot'], 'END': ['y']}"
6,Polish,10,zauważyć,0.5,"{'PREF': ['za'], 'ROOT': ['uważ'], 'SUFF': ['y'], 'END': ['ć']}"
6,Polish,11,bajdę,0.5,"{'ROOT': ['baj'], 'SUFF': ['d'], 'END': ['ę']}"
6,Polish,12,wieczór,1,{'ROOT': ['wieczór']}
6,Polish,13,mówił,0.5,"{'ROOT': ['mów'], 'SUFF': ['i', 'ł']}"
6,Polish,14,opowiadał,0.5,"{'PREF': ['o', 'po'], 'ROOT': ['wiad'], 'SUFF': ['a', 'ł']}"
6,Polish,15,twarz,0,{'ROOT': ['twarz']}
6,Polish,16,opowiadanie,0.5,"{'PREF': ['o', 'po'], 'ROOT': ['wiad'], 'SUFF': ['an'], 'END': ['ie']}"
6,Polish,17,ironią,0,"{'ROOT': ['iron'], 'END': ['ią']}"
6,Polish,18,sprzeczne,0,"{'PREF': ['s'], 'ROOT': ['przecz'], 'SUFF': ['n'], 'END': ['e']}"
6,Polish,19,opisane,1,"{'PREF': ['o'], 'ROOT': ['pis'], 'SUFF': ['an'], 'END': ['e']}"
6,Polish,20,źródło,0.5,"{'ROOT': ['źró'], 'SUFF': ['dł'], 'END': ['o']}"
6,Polish,21,zająknął,0.5,"{'PREF': ['za'], 'ROOT': ['jąk'], 'SUFF': ['ną', 'ł']}"
6,Polish,22,idąc,1,"{'ROOT': ['id'], 'SUFF': ['ąc']}"
6,Polish,23,potwierdzić,1,"{'PREF': ['po'], 'ROOT': ['twierdz'], 'SUFF': ['i'], 'END': ['ć']}"
6,Polish,24,opowiedział,0.5,"{'PREF': ['o', 'po'], 'ROOT': ['wiedz'], 'SUFF': ['ia', 'ł']}"
6,Polish,25,potwierdzić,1,"{'PREF': ['po'], 'ROOT': ['twierdz'], 'SUFF': ['i'], 'END': ['ć']}"
6,Polish,26,łamanym,1,"{'ROOT': ['łam'], 'SUFF': ['an'], 'END': ['ym']}"
6,Polish,27,zachęcił,0,"{'PREF': ['za'], 'ROOT': ['chęć'], 'SUFF': ['i', 'ł']}"
6,Polish,28,pochylili,0.5,"{'PREF': ['po'], 'ROOT': ['chyl'], 'SUFF': ['i', 'ł'], 'END': ['i']}"
6,Polish,29,pojawiał,1,"{'PREF': ['po'], 'ROOT': ['jaw'], 'SUFF': ['ia', 'ł']}"
6,Polish,30,szeptać,0.5,"{'ROOT': ['szept'], 'SUFF': ['a'], 'END': ['ć']}"
6,Polish,31,byłem,0.5,"{'ROOT': ['by'], 'SUFF': ['ł'], 'END': ['em']}"
6,Polish,32,tarasie,0.5,"{'ROOT': ['taras'], 'END': ['ie']}"
6,Polish,33,potajemnie,1,"{'PREF': ['po'], 'ROOT': ['taj'], 'SUFF': ['emn'], 'END': ['ie']}"
6,Polish,34,dyskrecja,0,"{'ROOT': ['dyskrecj'], 'END': ['a']}"
