pair,postfix_position,different_agreement,PREF1,PREF2,ROOT1,ROOT2,LINK,SUFF1,SUFF2,SUFF3,END,POSTFIX,explained_mistakes
"511, 'помыслил', 'pomyślał', 'помышлал'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3815789473684211
"514, 'страшной', 'straszny', 'страшны'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.4135338345864661
"519, 'ваз', 'waz', 'ваз'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5350877192982453
"64, 'обывательницы', 'obywatelki', 'обывателки'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.6,0.0,0.4054054054054054
"65, 'лавках', 'ławkach', 'лавках'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2072072072072071
"613, 'молвил', 'mówił', 'мувил'",0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7621621621621621
"614, 'поведал', 'opowiadał', 'оповиадал'",0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4903474903474903
"621, 'заикнулся', 'zająknął', 'зайомкномл'",1.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,1.6,0.0,0.0,2.0,0.4054054054054054
"624, 'поведали', 'opowiedział', 'оповиедзиал'",0.0,0.0,1.0,0.0,1.2,0.0,0.0,0.8,0.0,0.0,1.0,0.0,0.4054054054054053
"631, 'был', 'byłem', 'былем'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0090090090090088
"632, 'террасе', 'tarasie', 'тарасие'",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2072072072072072
