pair,postfix_position,different_agreement,PREF1,PREF2,ROOT1,ROOT2,LINK,SUFF1,SUFF2,SUFF3,END,POSTFIX,explained_mistakes
"325, 'пытать', 'питати'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6145833333333334
"41, 'мыслить', 'мисли'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0294117647058823
"410, 'хочет', 'хоће'",0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1945701357466063
"411, 'детских', 'детињства'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.7843137254901961
"412, 'разумеющего', 'разуме'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.6894117647058823
"413, 'отречься', 'одрећи'",0.0,0.0,0.6,0.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0,2.0,-1.7176470588235293
"418, 'послушности', 'послушност'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.911764705882353
"419, 'границ', 'граница'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2941176470588235
"420, 'ранено', 'рањено'",0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3975659229208925
"423, 'мучил', 'мучио'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.7176470588235293
"424, 'истину', 'истину'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0804953560371517
"425, 'равнодушен', 'равнодушан'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5147058823529411
"431, 'провал', 'провалиjа'",0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-0.3865546218487395
"443, 'жалость', 'жалост'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1647058823529412
"52, 'исторгнуть', 'истргнути'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0277777777777777
"55, 'голове', 'главу'",0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6319444444444445
"510, 'богинь', 'богинjа'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4777777777777778
"511, 'помыслил', 'помисли'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0208333333333333
"519, 'сосудов', 'судова'",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.611111111111111
"525, 'пути', 'успут'",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.1812169312169313
"529, 'увидеться', 'видети'",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.0444444444444443
"530, 'истину', 'истину'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7696078431372549
"535, 'ночью', 'синоћ'",0.0,0.0,2.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"66, 'люди', 'људи'",0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4807692307692306
"68, 'месяц', 'месец'",0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461537
"618, 'заговорил', 'одговорио'",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4923076923076923
"627, 'позвал', 'позвао'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0576923076923077
"628, 'нагнулись', 'нагли'",0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1.3269230769230769
"634, 'тайна', 'тајна'",0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4142011834319527
