pair,postfix_position,different_agreement,PREF1,PREF2,ROOT1,ROOT2,LINK,SUFF1,SUFF2,SUFF3,END,POSTFIX,explained_mistakes
"312, 'группы', 'gručice', 'гручице'",0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-0.6228070175438595
"319, 'гостиным', 'gostilno', 'гостилно'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.5131578947368421
"323, 'ехавших', 'jahali', 'йахали'",0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,2.0,0.0,1.0,0.0,-0.3909774436090224
"330, 'огонь', 'ogenj', 'огенй'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1345029239766083
"40, 'показывался', 'pokazal', 'показал'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
"44, 'рассудка', 'razsodnosti', 'разсодности'",0.0,0.0,0.6,0.0,0.6,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.6036036036036035
"48, 'прыткими', 'spretni', 'спретни'",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.7451737451737451
"410, 'желающего', 'želi', 'жели'",0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.6,0.0,0.3139293139293138
"411, 'младших', 'najmlajših', 'наймлайших'",0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9009009009009008
"420, 'ранено', 'ranjema', 'ранйема'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.3,0.0,0.3233923578751164
"423, 'разбивал', 'razbijal', 'разбийал'",0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7837837837837839
"425, 'равнодушен', 'ravnodušna', 'равнодушна'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.1891891891891892
"431, 'бездна', 'brezno', 'брезно'",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,-0.7837837837837839
"435, 'ведал', 'vedel', 'ведел'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0693301997649823
"52, 'исторгнуть', 'iztrgati', 'изтргати'",0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.0952380952380952
"510, 'божеств', 'božanstvi', 'божанстви'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.2166666666666667
"511, 'помыслил', 'pomislil', 'помислил'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7202380952380952
"514, 'грозной', 'grozna', 'грозна'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0408163265306122
"519, 'ваз', 'vaz', 'ваз'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6785714285714285
"525, 'пути', 'poti', 'поти'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4138321995464852
"534, 'возможность', 'možnost', 'можност'",0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5578231292517006
"62, 'потемнела', 'potemnela', 'потемнела'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"64, 'женщины', 'ženske', 'женске'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.6944444444444444
"66, 'люди', 'ljudje', 'лйудйе'",0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,-3.277777777777778
"618, 'ответил', 'odvrnil', 'одврнил'",0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111111111111111
"622, 'шла', 'šla', 'шла'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3968253968253967
"624, 'поведали', 'povedali', 'поведали'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6296296296296297
"628, 'нагнулись', 'nagnila', 'нагнила'",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,-2.055555555555556
"629, 'показывался', 'kazal', 'казал'",0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,-1.2407407407407411
"630, 'прошептал', 'šepetati', 'шепетати'",0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,-0.2222222222222222
"631, 'был', 'bil', 'бил'",0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0185185185185186
"633, 'скрытно', 'skrivaj', 'скривай'",0.0,0.0,0.0,0.0,1.6,0.0,0.0,2.0,0.0,0.0,1.0,0.0,-0.8803418803418803
